"","hlcit","impl_ag","src_ag","vdc","action","desc","target","no_actions","no_hh","ave_cost","hazard","exposure","housing","poverty","vulnerability","severity","degree"
"764",524205235031,"Christian Aid","Internal","Golche","Distribution","Tarpaulin","All / Blanket",118,118,NA,0.56393672,0.037018698,6.852053081,6.572039072,6.712046076,0.519400242,118
"765",524205235031,"Christian Aid","Internal","Golche","Distribution","Tarpaulin","All / Blanket",140,140,NA,0.56393672,0.037018698,6.852053081,6.572039072,6.712046076,0.519400242,118
"766",524205235031,"Christian Aid","Internal","Golche","Distribution","Tarpaulin","All / Blanket",52,52,NA,0.56393672,0.037018698,6.852053081,6.572039072,6.712046076,0.519400242,118
"767",524205235031,"Christian Aid","Internal","Golche","Distribution","Tarpaulin","All / Blanket",66,66,NA,0.56393672,0.037018698,6.852053081,6.572039072,6.712046076,0.519400242,118
"768",524205235031,"Christian Aid","Internal","Golche","Distribution","Tarpaulin","All / Blanket",127,127,NA,0.56393672,0.037018698,6.852053081,6.572039072,6.712046076,0.519400242,118
"769",524205235031,"Christian Aid","Internal","Golche","Distribution","Tarpaulin","All / Blanket",76,76,NA,0.56393672,0.037018698,6.852053081,6.572039072,6.712046076,0.519400242,118
"770",524205235031,"Christian Aid","Internal","Golche","Distribution","Tarpaulin","All / Blanket",56,56,NA,0.56393672,0.037018698,6.852053081,6.572039072,6.712046076,0.519400242,118
"771",524205235031,"Christian Aid","Internal","Golche","Distribution","Tarpaulin","All / Blanket",133,133,NA,0.56393672,0.037018698,6.852053081,6.572039072,6.712046076,0.519400242,118
"772",524205235076,"Christian Aid","Internal","Lagarche","Distribution","Tarpaulin","Targeted group",22,22,NA,0.607662871,0.026551766,6.852053081,6.572039072,6.712046076,0.476654483,0
"773",524205235076,"Christian Aid","Internal","Lagarche","Distribution","Tarpaulin","Targeted group",22,22,NA,0.607662871,0.026551766,6.852053081,6.572039072,6.712046076,0.476654483,0
"774",524205235076,"Christian Aid","Internal","Lagarche","Distribution","Tarpaulin","Targeted group",24,24,NA,0.607662871,0.026551766,6.852053081,6.572039072,6.712046076,0.476654483,0
"775",524205235076,"Christian Aid","Internal","Lagarche","Distribution","Tarpaulin","Targeted group",22,22,NA,0.607662871,0.026551766,6.852053081,6.572039072,6.712046076,0.476654483,0
"776",524205235076,"Christian Aid","Internal","Lagarche","Distribution","Tarpaulin","Targeted group",22,22,NA,0.607662871,0.026551766,6.852053081,6.572039072,6.712046076,0.476654483,0
"777",524205235076,"Christian Aid","Internal","Lagarche","Distribution","Tarpaulin","Targeted group",22,22,NA,0.607662871,0.026551766,6.852053081,6.572039072,6.712046076,0.476654483,0
"778",524205235076,"Christian Aid","Internal","Lagarche","Distribution","Tarpaulin","Targeted group",22,22,NA,0.607662871,0.026551766,6.852053081,6.572039072,6.712046076,0.476654483,0
"779",524205235076,"Christian Aid","Internal","Lagarche","Distribution","Tarpaulin","Targeted group",22,22,NA,0.607662871,0.026551766,6.852053081,6.572039072,6.712046076,0.476654483,0
"780",524205235076,"Christian Aid","Internal","Lagarche","Distribution","Tarpaulin","Targeted group",22,22,NA,0.607662871,0.026551766,6.852053081,6.572039072,6.712046076,0.476654483,0
"781",524205235027,"Christian Aid","Internal","Pangretar","Distribution","Tarpaulin","All / Blanket",158,158,NA,0.757762454,0.030262862,6.852053081,6.572039072,6.712046076,0.535919228,351
"782",524205235027,"Christian Aid","Internal","Pangretar","Distribution","Tarpaulin","All / Blanket",128,128,NA,0.757762454,0.030262862,6.852053081,6.572039072,6.712046076,0.535919228,351
"783",524205235027,"Christian Aid","Internal","Pangretar","Distribution","Tarpaulin","All / Blanket",104,104,NA,0.757762454,0.030262862,6.852053081,6.572039072,6.712046076,0.535919228,351
"784",524205235027,"Christian Aid","Internal","Pangretar","Distribution","Tarpaulin","All / Blanket",77,77,NA,0.757762454,0.030262862,6.852053081,6.572039072,6.712046076,0.535919228,351
"785",524205235027,"Christian Aid","Internal","Pangretar","Distribution","Tarpaulin","All / Blanket",77,77,NA,0.757762454,0.030262862,6.852053081,6.572039072,6.712046076,0.535919228,351
"786",524205235027,"Christian Aid","Internal","Pangretar","Distribution","Tarpaulin","All / Blanket",97,97,NA,0.757762454,0.030262862,6.852053081,6.572039072,6.712046076,0.535919228,351
"787",524205235027,"Christian Aid","Internal","Pangretar","Distribution","Tarpaulin","All / Blanket",103,103,NA,0.757762454,0.030262862,6.852053081,6.572039072,6.712046076,0.535919228,351
"788",524205235027,"Christian Aid","Internal","Pangretar","Distribution","Tarpaulin","All / Blanket",117,117,NA,0.757762454,0.030262862,6.852053081,6.572039072,6.712046076,0.535919228,351
"789",524205235027,"Christian Aid","Internal","Pangretar","Distribution","Tarpaulin","All / Blanket",66,66,NA,0.757762454,0.030262862,6.852053081,6.572039072,6.712046076,0.535919228,351
"790",524205235025,"Christian Aid","Internal","Thulo Pakhar","Distribution","Tarpaulin","All / Blanket",39,39,NA,0.98088795,0.029822042,6.852053081,6.572039072,6.712046076,0.581215562,266
"791",524205235025,"Christian Aid","Internal","Thulo Pakhar","Distribution","Tarpaulin","All / Blanket",55,55,NA,0.98088795,0.029822042,6.852053081,6.572039072,6.712046076,0.581215562,266
"792",524205235025,"Christian Aid","Internal","Thulo Pakhar","Distribution","Tarpaulin","All / Blanket",84,84,NA,0.98088795,0.029822042,6.852053081,6.572039072,6.712046076,0.581215562,266
"793",524205235025,"Christian Aid","Internal","Thulo Pakhar","Distribution","Tarpaulin","All / Blanket",82,82,NA,0.98088795,0.029822042,6.852053081,6.572039072,6.712046076,0.581215562,266
"794",524205235067,"Christian Aid","Internal","Ghunsakot","Distribution","Tarpaulin","All / Blanket",46,46,NA,0.507816921,0.019498633,6.852053081,6.572039072,6.712046076,0.405062545,179
"795",524205235067,"Christian Aid","Internal","Ghunsakot","Distribution","Tarpaulin","All / Blanket",96,96,NA,0.507816921,0.019498633,6.852053081,6.572039072,6.712046076,0.405062545,179
"796",524205235067,"Christian Aid","Internal","Ghunsakot","Distribution","Tarpaulin","All / Blanket",66,66,NA,0.507816921,0.019498633,6.852053081,6.572039072,6.712046076,0.405062545,179
"797",524205235067,"Christian Aid","Internal","Ghunsakot","Distribution","Tarpaulin","All / Blanket",86,86,NA,0.507816921,0.019498633,6.852053081,6.572039072,6.712046076,0.405062545,179
"798",524205235067,"Christian Aid","Internal","Ghunsakot","Distribution","Tarpaulin","All / Blanket",98,98,NA,0.507816921,0.019498633,6.852053081,6.572039072,6.712046076,0.405062545,179
"799",524205235067,"Christian Aid","Internal","Ghunsakot","Distribution","Tarpaulin","All / Blanket",41,41,NA,0.507816921,0.019498633,6.852053081,6.572039072,6.712046076,0.405062545,179
"800",524205235067,"Christian Aid","Internal","Ghunsakot","Distribution","Tarpaulin","All / Blanket",55,55,NA,0.507816921,0.019498633,6.852053081,6.572039072,6.712046076,0.405062545,179
"801",524205235067,"Christian Aid","Internal","Ghunsakot","Distribution","Tarpaulin","All / Blanket",75,75,NA,0.507816921,0.019498633,6.852053081,6.572039072,6.712046076,0.405062545,179
"802",524205235067,"Christian Aid","Internal","Ghunsakot","Distribution","Tarpaulin","All / Blanket",21,21,NA,0.507816921,0.019498633,6.852053081,6.572039072,6.712046076,0.405062545,179
"803",524205305006,"Christian Aid","Internal","Aginchok","Training","Specialist Training","Targeted group",1,46,NA,2.073547731,0.036700897,6.817638797,5.152625153,5.985131975,0.769404665,99
"804",524307365003,"Christian Aid","IOM","Asrang","Training","Specialist Training","Targeted group",1,44,NA,2.795104052,0.024691092,7.423148941,3.015873016,5.2195109785,0.680927358,105
"805",524205235025,"Christian Aid","Internal","Thulo Pakhar","Training","Specialist Training","Targeted group",2,74,NA,0.98088795,0.029822042,6.852053081,6.572039072,6.712046076,0.581215562,266
"806",524205305006,"Christian Aid","Internal","Aginchok","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",362,181,NA,2.073547731,0.036700897,6.817638797,5.152625153,5.985131975,0.769404665,99
"807",524205305006,"Christian Aid","Internal","Aginchok","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",162,81,NA,2.073547731,0.036700897,6.817638797,5.152625153,5.985131975,0.769404665,99
"808",524205305006,"Christian Aid","Internal","Aginchok","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",214,107,NA,2.073547731,0.036700897,6.817638797,5.152625153,5.985131975,0.769404665,99
"809",524205305006,"Christian Aid","Internal","Aginchok","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",206,103,NA,2.073547731,0.036700897,6.817638797,5.152625153,5.985131975,0.769404665,99
"810",524307365003,"Christian Aid","IOM","Asrang","Distribution","CGI Bundle (72ft/bundle)","Targeted group",131,41,NA,2.795104052,0.024691092,7.423148941,3.015873016,5.2195109785,0.680927358,105
"811",524307365003,"Christian Aid","IOM","Asrang","Distribution","CGI Bundle (72ft/bundle)","Targeted group",138,43,NA,2.795104052,0.024691092,7.423148941,3.015873016,5.2195109785,0.680927358,105
"812",524307365003,"Christian Aid","IOM","Asrang","Distribution","CGI Bundle (72ft/bundle)","Targeted group",131,41,NA,2.795104052,0.024691092,7.423148941,3.015873016,5.2195109785,0.680927358,105
"813",524307365003,"Christian Aid","IOM","Asrang","Distribution","CGI Bundle (72ft/bundle)","Targeted group",44,14,NA,2.795104052,0.024691092,7.423148941,3.015873016,5.2195109785,0.680927358,105
"814",524307365003,"Christian Aid","IOM","Asrang","Distribution","CGI Bundle (72ft/bundle)","Targeted group",323,102,NA,2.795104052,0.024691092,7.423148941,3.015873016,5.2195109785,0.680927358,105
"815",524307365003,"Christian Aid","IOM","Asrang","Distribution","CGI Bundle (72ft/bundle)","Targeted group",155,51,NA,2.795104052,0.024691092,7.423148941,3.015873016,5.2195109785,0.680927358,105
"816",524307365003,"Christian Aid","IOM","Asrang","Distribution","CGI Bundle (72ft/bundle)","Targeted group",110,35,NA,2.795104052,0.024691092,7.423148941,3.015873016,5.2195109785,0.680927358,105
"817",524307365003,"Christian Aid","IOM","Asrang","Distribution","CGI Bundle (72ft/bundle)","Targeted group",179,56,NA,2.795104052,0.024691092,7.423148941,3.015873016,5.2195109785,0.680927358,105
"818",524307365003,"Christian Aid","IOM","Asrang","Distribution","CGI Bundle (72ft/bundle)","Targeted group",106,33,NA,2.795104052,0.024691092,7.423148941,3.015873016,5.2195109785,0.680927358,105
"819",524205305023,"Christian Aid","Internal/IOM","Jyamruck","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",436,250,NA,1.861060592,0.071741027,6.817638797,5.152625153,5.985131975,0.927970018,433
"820",524205305023,"Christian Aid","IOM","Jyamruck","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",335,182,NA,1.861060592,0.071741027,6.817638797,5.152625153,5.985131975,0.927970018,433
"821",524205305023,"Christian Aid","IOM","Jyamruck","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",302,168,NA,1.861060592,0.071741027,6.817638797,5.152625153,5.985131975,0.927970018,433
"822",524205305023,"Christian Aid","IOM","Jyamruck","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",550,275,NA,1.861060592,0.071741027,6.817638797,5.152625153,5.985131975,0.927970018,433
"823",524205305048,"Christian Aid","Internal","Jiwanpur","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",204,102,NA,3.073337937,0.090101727,6.817638797,5.152625153,5.985131975,1.183420409,360
"824",524205305048,"Christian Aid","Internal","Jiwanpur","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",882,441,NA,3.073337937,0.090101727,6.817638797,5.152625153,5.985131975,1.183420409,360
"825",524205305048,"Christian Aid","Internal","Jiwanpur","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",NA,NA,NA,3.073337937,0.090101727,6.817638797,5.152625153,5.985131975,1.183420409,360
"826",524205305048,"Christian Aid","Internal","Jiwanpur","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",298,149,NA,3.073337937,0.090101727,6.817638797,5.152625153,5.985131975,1.183420409,360
"827",524205235025,"Christian Aid","Internal","Thulo Pakhar","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",146,74,NA,0.98088795,0.029822042,6.852053081,6.572039072,6.712046076,0.581215562,266
"828",524205235025,"Christian Aid","Internal","Thulo Pakhar","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",266,133,NA,0.98088795,0.029822042,6.852053081,6.572039072,6.712046076,0.581215562,266
"829",524205235025,"Christian Aid","Internal","Thulo Pakhar","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",276,138,NA,0.98088795,0.029822042,6.852053081,6.572039072,6.712046076,0.581215562,266
"830",524205235025,"Christian Aid","Internal","Thulo Pakhar","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",240,121,NA,0.98088795,0.029822042,6.852053081,6.572039072,6.712046076,0.581215562,266
"831",524205235025,"Christian Aid","Internal","Thulo Pakhar","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",230,117,NA,0.98088795,0.029822042,6.852053081,6.572039072,6.712046076,0.581215562,266
"832",524205235025,"Christian Aid","Internal","Thulo Pakhar","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",80,40,NA,0.98088795,0.029822042,6.852053081,6.572039072,6.712046076,0.581215562,266
"833",524205235025,"Christian Aid","Internal","Thulo Pakhar","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",242,121,NA,0.98088795,0.029822042,6.852053081,6.572039072,6.712046076,0.581215562,266
"834",524205235025,"Christian Aid","Internal","Thulo Pakhar","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",252,126,NA,0.98088795,0.029822042,6.852053081,6.572039072,6.712046076,0.581215562,266
"835",524205235025,"Christian Aid","Internal","Thulo Pakhar","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",172,86,NA,0.98088795,0.029822042,6.852053081,6.572039072,6.712046076,0.581215562,266
"836",524205235025,"Christian Aid","Internal","Thulo Pakhar","Distribution","CGI Bundle (72ft/bundle)","Targeted group",8,NA,NA,0.98088795,0.029822042,6.852053081,6.572039072,6.712046076,0.581215562,266
"837",524204225003,"Christian Aid","Internal","Jiri","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",964,482,NA,0.196949019,0.075585395,7.531331947,5.860805861,6.696068904,0.46366453,100
"839",524205305048,"Christian Aid","Internal","Jiwanpur","Training","Specialist Training","Targeted group",1,2,NA,3.073337937,0.090101727,6.817638797,5.152625153,5.985131975,1.183420409,360
"840",524205235025,"Christian Aid","Internal","Thulo Pakhar","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",957,957,15000,0.98088795,0.029822042,6.852053081,6.572039072,6.712046076,0.581215562,266
"841",524205235025,"Christian Aid","Internal","Thulo Pakhar","Distribution","Tool kits and fixings","All / Blanket",957,957,NA,0.98088795,0.029822042,6.852053081,6.572039072,6.712046076,0.581215562,266
"845",524204225001,"Concern Worldwide","","Bhirkot","Distribution","Blankets","All / Blanket",1434,717,NA,1.280962369,0.0438667983333333,6.802563791,5.03968254,5.92112316533333,0.622887764333333,99
"846",524204225002,"Concern Worldwide","","Gairimudi","Distribution","Blankets","All / Blanket",3100,1550,NA,0.631484305,0.043856547,7.531331947,5.860805861,6.696068904,0.570259202,426
"847",524204225015,"Concern Worldwide","","Hawa","Distribution","Blankets","All / Blanket",1028,514,NA,0.299166071,0.017643085,7.531331947,5.860805861,6.696068904,0.328172555,281
"848",524204225016,"Concern Worldwide","","Japhe","Distribution","Blankets","All / Blanket",1980,990,NA,0.38253547,0.038792233,7.531331947,5.860805861,6.696068904,0.463175381,101
"849",524204225017,"Concern Worldwide","","Jhule","Distribution","Blankets","All / Blanket",1448,724,NA,0.298259329,0.022973941,7.531331947,5.860805861,6.696068904,0.358000104,137
"850",524204225003,"Concern Worldwide","","Jiri","Distribution","Blankets","All / Blanket",1064,532,NA,0.196949019,0.075585395,7.531331947,5.860805861,6.696068904,0.46366453,100
"851",524204225043,"Concern Worldwide","","Laduk","Distribution","Blankets","All / Blanket",1904,952,NA,0.531843542,0.037551784,7.531331947,5.860805861,6.696068904,0.511381239,0
"852",524204225013,"Concern Worldwide","","Malu","Distribution","Blankets","All / Blanket",1456,728,NA,0.33665542,0.025444588,7.531331947,5.860805861,6.696068904,0.3856562,99
"853",524204225004,"Concern Worldwide","","Mirge","Distribution","Blankets","All / Blanket",2322,1161,NA,0.38473167,0.035696235,7.531331947,5.860805861,6.696068904,0.451370761,204
"854",524204223001,"Concern Worldwide","","Bhimeswor Municipality","Distribution","Blankets","All / Blanket",1000,500,NA,0.86491574,0.231041373,7.531331947,5.860805861,6.696068904,1.101948142,0
"855",524204225040,"Concern Worldwide","","Chilangkha","Distribution","Blankets","All / Blanket",1584,792,NA,0.53531398,0.029473486,7.531331947,5.860805861,6.696068904,0.472737441,99
"856",524204225001,"Concern Worldwide","","Bhirkot","Distribution","Household kits (excluding tarpaulins)","All / Blanket",717,717,NA,1.280962369,0.0438667983333333,6.802563791,5.03968254,5.92112316533333,0.622887764333333,99
"857",524204225002,"Concern Worldwide","","Gairimudi","Distribution","Household kits (excluding tarpaulins)","All / Blanket",1550,1550,NA,0.631484305,0.043856547,7.531331947,5.860805861,6.696068904,0.570259202,426
"858",524204225015,"Concern Worldwide","","Hawa","Distribution","Household kits (excluding tarpaulins)","All / Blanket",514,514,NA,0.299166071,0.017643085,7.531331947,5.860805861,6.696068904,0.328172555,281
"859",524204225016,"Concern Worldwide","","Japhe","Distribution","Household kits (excluding tarpaulins)","All / Blanket",990,990,NA,0.38253547,0.038792233,7.531331947,5.860805861,6.696068904,0.463175381,101
"860",524204225017,"Concern Worldwide","","Jhule","Distribution","Household kits (excluding tarpaulins)","All / Blanket",724,724,NA,0.298259329,0.022973941,7.531331947,5.860805861,6.696068904,0.358000104,137
"861",524204225003,"Concern Worldwide","","Jiri","Distribution","Household kits (excluding tarpaulins)","All / Blanket",532,532,NA,0.196949019,0.075585395,7.531331947,5.860805861,6.696068904,0.46366453,100
"862",524204225043,"Concern Worldwide","","Laduk","Distribution","Household kits (excluding tarpaulins)","All / Blanket",952,952,NA,0.531843542,0.037551784,7.531331947,5.860805861,6.696068904,0.511381239,0
"863",524204225013,"Concern Worldwide","","Malu","Distribution","Household kits (excluding tarpaulins)","All / Blanket",728,728,NA,0.33665542,0.025444588,7.531331947,5.860805861,6.696068904,0.3856562,99
"864",524204225004,"Concern Worldwide","","Mirge","Distribution","Household kits (excluding tarpaulins)","All / Blanket",1161,1161,NA,0.38473167,0.035696235,7.531331947,5.860805861,6.696068904,0.451370761,204
"865",524204223001,"Concern Worldwide","","Bhimeswor Municipality","Distribution","Household kits (excluding tarpaulins)","All / Blanket",500,500,NA,0.86491574,0.231041373,7.531331947,5.860805861,6.696068904,1.101948142,0
"866",524204225040,"Concern Worldwide","","Chilangkha","Distribution","Household kits (excluding tarpaulins)","All / Blanket",792,792,NA,0.53531398,0.029473486,7.531331947,5.860805861,6.696068904,0.472737441,99
"867",524204225001,"Concern Worldwide","","Bhirkot","Distribution","Tarpaulin","All / Blanket",717,717,NA,1.280962369,0.0438667983333333,6.802563791,5.03968254,5.92112316533333,0.622887764333333,99
"868",524204225002,"Concern Worldwide","","Gairimudi","Distribution","Tarpaulin","All / Blanket",1550,1550,NA,0.631484305,0.043856547,7.531331947,5.860805861,6.696068904,0.570259202,426
"869",524204225015,"Concern Worldwide","","Hawa","Distribution","Tarpaulin","All / Blanket",514,514,NA,0.299166071,0.017643085,7.531331947,5.860805861,6.696068904,0.328172555,281
"870",524204225016,"Concern Worldwide","","Japhe","Distribution","Tarpaulin","All / Blanket",990,990,NA,0.38253547,0.038792233,7.531331947,5.860805861,6.696068904,0.463175381,101
"871",524204225017,"Concern Worldwide","","Jhule","Distribution","Tarpaulin","All / Blanket",724,724,NA,0.298259329,0.022973941,7.531331947,5.860805861,6.696068904,0.358000104,137
"872",524204225003,"Concern Worldwide","","Jiri","Distribution","Tarpaulin","All / Blanket",532,532,NA,0.196949019,0.075585395,7.531331947,5.860805861,6.696068904,0.46366453,100
"873",524204225043,"Concern Worldwide","","Laduk","Distribution","Tarpaulin","All / Blanket",952,952,NA,0.531843542,0.037551784,7.531331947,5.860805861,6.696068904,0.511381239,0
"874",524204225013,"Concern Worldwide","","Malu","Distribution","Tarpaulin","All / Blanket",728,728,NA,0.33665542,0.025444588,7.531331947,5.860805861,6.696068904,0.3856562,99
"875",524204225004,"Concern Worldwide","","Mirge","Distribution","Tarpaulin","All / Blanket",1161,1161,NA,0.38473167,0.035696235,7.531331947,5.860805861,6.696068904,0.451370761,204
"876",524204223001,"Concern Worldwide","","Bhimeswor Municipality","Distribution","Tarpaulin","All / Blanket",500,500,NA,0.86491574,0.231041373,7.531331947,5.860805861,6.696068904,1.101948142,0
"877",524204225040,"Concern Worldwide","","Chilangkha","Distribution","Tarpaulin","All / Blanket",792,792,NA,0.53531398,0.029473486,7.531331947,5.860805861,6.696068904,0.472737441,99
"878",524204225001,"Concern Worldwide","","Bhirkot","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",NA,NA,NA,1.280962369,0.0438667983333333,6.802563791,5.03968254,5.92112316533333,0.622887764333333,99
"879",524204225002,"Concern Worldwide","","Gairimudi","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",NA,NA,NA,0.631484305,0.043856547,7.531331947,5.860805861,6.696068904,0.570259202,426
"880",524204225015,"Concern Worldwide","","Hawa","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",NA,NA,NA,0.299166071,0.017643085,7.531331947,5.860805861,6.696068904,0.328172555,281
"881",524204225016,"Concern Worldwide","","Japhe","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",NA,NA,NA,0.38253547,0.038792233,7.531331947,5.860805861,6.696068904,0.463175381,101
"882",524204225017,"Concern Worldwide","","Jhule","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",NA,NA,NA,0.298259329,0.022973941,7.531331947,5.860805861,6.696068904,0.358000104,137
"883",524204225013,"Concern Worldwide","","Malu","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",NA,NA,NA,0.33665542,0.025444588,7.531331947,5.860805861,6.696068904,0.3856562,99
"884",524204225004,"Concern Worldwide","","Mirge","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",NA,NA,NA,0.38473167,0.035696235,7.531331947,5.860805861,6.696068904,0.451370761,204
"885",524204225001,"Concern Worldwide","","Bhirkot","Distribution","Tool kits and fixings","All / Blanket",NA,NA,NA,1.280962369,0.0438667983333333,6.802563791,5.03968254,5.92112316533333,0.622887764333333,99
"886",524204225002,"Concern Worldwide","","Gairimudi","Distribution","Tool kits and fixings","All / Blanket",NA,NA,NA,0.631484305,0.043856547,7.531331947,5.860805861,6.696068904,0.570259202,426
"887",524204225015,"Concern Worldwide","","Hawa","Distribution","Tool kits and fixings","All / Blanket",NA,NA,NA,0.299166071,0.017643085,7.531331947,5.860805861,6.696068904,0.328172555,281
"888",524204225016,"Concern Worldwide","","Japhe","Distribution","Tool kits and fixings","All / Blanket",NA,NA,NA,0.38253547,0.038792233,7.531331947,5.860805861,6.696068904,0.463175381,101
"889",524204225017,"Concern Worldwide","","Jhule","Distribution","Tool kits and fixings","All / Blanket",NA,NA,NA,0.298259329,0.022973941,7.531331947,5.860805861,6.696068904,0.358000104,137
"890",524204225013,"Concern Worldwide","","Malu","Distribution","Tool kits and fixings","All / Blanket",NA,NA,NA,0.33665542,0.025444588,7.531331947,5.860805861,6.696068904,0.3856562,99
"891",524204225004,"Concern Worldwide","","Mirge","Distribution","Tool kits and fixings","All / Blanket",NA,NA,NA,0.38473167,0.035696235,7.531331947,5.860805861,6.696068904,0.451370761,204
"892",524204205045,"Concern Worldwide","","Amale","Distribution","Blankets","",750,375,NA,4.822834095,0.023178974,5.191504838,6.547619048,5.869561943,0.868961914,222
"893",524204205007,"Concern Worldwide","","Arunthakur","Distribution","Blankets","All / Blanket",608,304,NA,0.01813865,0.059110998,5.191504838,6.547619048,5.869561943,0.18462605,135
"894",524204205012,"Concern Worldwide","","Bahuntilpung","Distribution","Blankets","All / Blanket",424,212,NA,0.030176404,0.031944133,5.191504838,6.547619048,5.869561943,0.178191955,116
"895",524204205028,"Concern Worldwide","","Balajor","Distribution","Blankets","",598,299,NA,0.061365989,0.044676678,5.191504838,6.547619048,5.869561943,0.252467087,99
"896",524204205039,"Concern Worldwide","","Hariharpurgadhi","Distribution","Blankets","All / Blanket",1210,605,NA,3.938683537,0.048633814,5.191504838,6.547619048,5.869561943,1.039836449,353
"897",524204205032,"Concern Worldwide","","Jarayotar","Distribution","Blankets","All / Blanket",464,232,NA,0.0349081855,0.0564711985,4.9293054885,5.796703297,5.3630043925,0.1892144645,102
"898",524204205004,"Concern Worldwide","","Ratnawati","Distribution","Blankets","",876,438,NA,0.015072994,0.028140772,5.191504838,6.547619048,5.869561943,0.135533631,210
"899",524204205049,"Concern Worldwide","","Tamajor","Distribution","Blankets","All / Blanket",884,442,NA,3.387267635,0.024050364,5.191504838,6.547619048,5.869561943,0.781973953,191
"900",524204205022,"Concern Worldwide","","Bitijor Bagaincha","Distribution","Blankets","All / Blanket",586,293,NA,0.090468549,0.019908699,5.191504838,6.547619048,5.869561943,0.219473487,210
"901",524204205009,"Concern Worldwide","","Kakur Thakur","Distribution","Blankets","All / Blanket",190,95,NA,0.033271019,0.056250788,5.191504838,6.547619048,5.869561943,0.222296932,210
"902",524204205003,"Concern Worldwide","","Mahadevdanda","Distribution","Blankets","All / Blanket",520,260,NA,0.021453277,0.039766139,5.191504838,6.547619048,5.869561943,0.171081974,210
"903",524204205018,"Concern Worldwide","","Tosarangkhola","Distribution","Blankets","",766,383,NA,0.035901469,0.02028801,5.191504838,6.547619048,5.869561943,0.162300224,215
"904",524204205045,"Concern Worldwide","","Amale","Distribution","Household kits (excluding tarpaulins)","",375,375,NA,4.822834095,0.023178974,5.191504838,6.547619048,5.869561943,0.868961914,222
"905",524204205007,"Concern Worldwide","","Arunthakur","Distribution","Household kits (excluding tarpaulins)","All / Blanket",304,304,NA,0.01813865,0.059110998,5.191504838,6.547619048,5.869561943,0.18462605,135
"906",524204205012,"Concern Worldwide","","Bahuntilpung","Distribution","Household kits (excluding tarpaulins)","All / Blanket",212,212,NA,0.030176404,0.031944133,5.191504838,6.547619048,5.869561943,0.178191955,116
"907",524204205028,"Concern Worldwide","","Balajor","Distribution","Household kits (excluding tarpaulins)","",299,299,NA,0.061365989,0.044676678,5.191504838,6.547619048,5.869561943,0.252467087,99
"908",524204205039,"Concern Worldwide","","Hariharpurgadhi","Distribution","Household kits (excluding tarpaulins)","All / Blanket",605,605,NA,3.938683537,0.048633814,5.191504838,6.547619048,5.869561943,1.039836449,353
"909",524204205032,"Concern Worldwide","","Jarayotar","Distribution","Household kits (excluding tarpaulins)","All / Blanket",232,232,NA,0.0349081855,0.0564711985,4.9293054885,5.796703297,5.3630043925,0.1892144645,102
"910",524204205004,"Concern Worldwide","","Ratnawati","Distribution","Household kits (excluding tarpaulins)","",438,438,NA,0.015072994,0.028140772,5.191504838,6.547619048,5.869561943,0.135533631,210
"911",524204205049,"Concern Worldwide","","Tamajor","Distribution","Household kits (excluding tarpaulins)","All / Blanket",442,442,NA,3.387267635,0.024050364,5.191504838,6.547619048,5.869561943,0.781973953,191
"912",524204205022,"Concern Worldwide","","Bitijor Bagaincha","Distribution","Household kits (excluding tarpaulins)","All / Blanket",293,293,NA,0.090468549,0.019908699,5.191504838,6.547619048,5.869561943,0.219473487,210
"913",524204205009,"Concern Worldwide","","Kakur Thakur","Distribution","Household kits (excluding tarpaulins)","All / Blanket",95,95,NA,0.033271019,0.056250788,5.191504838,6.547619048,5.869561943,0.222296932,210
