hlcit,impl_ag,src_ag,vdc,action,desc,target,no_actions,no_hh,ave_cost
524 1 03 12 5 021,Swiss Agency for Development and Cooperation,,Duwekoldanda,Distribution,Tarpaulin,,30,30,
524 1 03 12 5 001,Swiss Agency for Development and Cooperation,,Hangchur,Distribution,Tarpaulin,,142,142,
524 1 03 12 5 010,Swiss Agency for Development and Cooperation,,Jalpapur,Distribution,Tarpaulin,,113,113,
524 1 03 12 5 065,Swiss Agency for Development and Cooperation,,Kaulea,Distribution,Tarpaulin,,4,4,
524 1 03 12 5 012,Swiss Agency for Development and Cooperation,,Khatamchha,Distribution,Tarpaulin,,11,11,
524 1 03 12 5 057,Swiss Agency for Development and Cooperation,,Khotang Bazaar,Distribution,Tarpaulin,,6,6,
524 1 03 12 5 003,Swiss Agency for Development and Cooperation,,Kubhinde,Distribution,Tarpaulin,,193,193,
524 1 03 12 5 004,Swiss Agency for Development and Cooperation,,Lamidanda,Distribution,Tarpaulin,,310,310,
524 1 03 12 5 058,Swiss Agency for Development and Cooperation,,Licchiramche,Distribution,Tarpaulin,,181,181,
524 1 03 12 5 066,Swiss Agency for Development and Cooperation,,Likuwapokhari,Distribution,Tarpaulin,,31,31,
524 1 03 12 5 041,Swiss Agency for Development and Cooperation,,Mahadevsthan,Distribution,Tarpaulin,,5,5,
524 1 03 12 5 019,Swiss Agency for Development and Cooperation,,Makpa,Distribution,Tarpaulin,,23,23,
524 1 03 12 5 072,Swiss Agency for Development and Cooperation,,Mauwawotee,Distribution,Tarpaulin,,10,10,
524 1 03 12 5 029,Swiss Agency for Development and Cooperation,,Nirmaledadha,Distribution,Tarpaulin,,144,144,
524 1 03 12 5 067,Swiss Agency for Development and Cooperation,,Oplukha,Distribution,Tarpaulin,,21,21,
524 1 03 12 5 073,Swiss Agency for Development and Cooperation,,Pauwashera,Distribution,Tarpaulin,,6,6,
524 1 03 12 5 023,Swiss Agency for Development and Cooperation,,Rakhawagndel,Distribution,Tarpaulin,,24,24,
524 1 03 12 5 014,Swiss Agency for Development and Cooperation,,Rawadipsung,Distribution,Tarpaulin,,27,27,
524 1 03 12 5 024,Swiss Agency for Development and Cooperation,,Ribdungjaleshwori,Distribution,Tarpaulin,,13,13,
524 1 03 12 5 025,Swiss Agency for Development and Cooperation,,Ribdungmaheshwori,Distribution,Tarpaulin,,31,31,
524 1 03 12 5 059,Swiss Agency for Development and Cooperation,,Satyashwor Chittapokhari,Distribution,Tarpaulin,,43,43,
524 1 03 12 5 015,Swiss Agency for Development and Cooperation,,Shapteshwor,Distribution,Tarpaulin,,13,13,
524 1 03 13 5 041,Swiss Agency for Development and Cooperation,,Balakhu,Distribution,Household kits (excluding tarpaulins),,200,200,
524 1 03 13 5 032,Swiss Agency for Development and Cooperation,,Betini,Distribution,Household kits (excluding tarpaulins),,150,150,
524 1 03 13 5 012,Swiss Agency for Development and Cooperation,,Bhadaure,Distribution,Household kits (excluding tarpaulins),,366,366,
524 1 03 13 5 016,Swiss Agency for Development and Cooperation,,Bigutar,Distribution,Household kits (excluding tarpaulins),,150,150,
524 1 03 13 5 042,Swiss Agency for Development and Cooperation,,Bilandu,Distribution,Household kits (excluding tarpaulins),,200,200,
524 1 03 13 5 040,Swiss Agency for Development and Cooperation,,Chyanam,Distribution,Household kits (excluding tarpaulins),,240,240,
524 1 03 13 5 006,Swiss Agency for Development and Cooperation,,Diyale,Distribution,Household kits (excluding tarpaulins),,150,150,
524 1 03 13 5 047,Swiss Agency for Development and Cooperation,,Gamnangtar,Distribution,Household kits (excluding tarpaulins),,350,350,
524 1 03 13 5 020,Swiss Agency for Development and Cooperation,,Harkapur,Distribution,Household kits (excluding tarpaulins),,200,200,
524 1 03 13 5 017,Swiss Agency for Development and Cooperation,,Jantarkhani,Distribution,Household kits (excluding tarpaulins),,100,100,
524 1 03 13 5 043,Swiss Agency for Development and Cooperation,,Kalikadevi,Distribution,Household kits (excluding tarpaulins),,250,250,
524 1 03 13 5 038,Swiss Agency for Development and Cooperation,,Katunje,Distribution,Household kits (excluding tarpaulins),,270,270,
524 1 03 13 5 056,Swiss Agency for Development and Cooperation,,Ketuke,Distribution,Household kits (excluding tarpaulins),,100,100,
524 1 03 13 5 018,Swiss Agency for Development and Cooperation,,Kuntadevi,Distribution,Household kits (excluding tarpaulins),,100,100,
524 1 03 13 5 008,Swiss Agency for Development and Cooperation,,Mamkha,Distribution,Household kits (excluding tarpaulins),,200,200,
524 1 03 13 5 034,Swiss Agency for Development and Cooperation,,Manebhanjyang,Distribution,Household kits (excluding tarpaulins),,150,150,
524 1 03 13 5 030,Swiss Agency for Development and Cooperation,,Moli,Distribution,Household kits (excluding tarpaulins),,380,380,
524 1 03 13 5 039,Swiss Agency for Development and Cooperation,,Mulkharka,Distribution,Household kits (excluding tarpaulins),,200,200,
524 1 03 13 5 003,Swiss Agency for Development and Cooperation,,Okhaldhunga,Distribution,Household kits (excluding tarpaulins),,250,250,
524 1 03 13 5 044,Swiss Agency for Development and Cooperation,,Palapu,Distribution,Household kits (excluding tarpaulins),,400,400,
524 1 03 13 5 053,Swiss Agency for Development and Cooperation,,Pokali,Distribution,Household kits (excluding tarpaulins),,250,250,
524 1 03 13 5 009,Swiss Agency for Development and Cooperation,,Pokhare,Distribution,Household kits (excluding tarpaulins),,100,100,
524 1 03 13 5 021,Swiss Agency for Development and Cooperation,,Prapcha,Distribution,Household kits (excluding tarpaulins),,150,150,
524 1 03 13 5 019,Swiss Agency for Development and Cooperation,,Ragadeep,Distribution,Household kits (excluding tarpaulins),,150,150,
524 1 03 13 5 026,Swiss Agency for Development and Cooperation,,Ragani,Distribution,Household kits (excluding tarpaulins),,310,310,
524 1 03 13 5 004,Swiss Agency for Development and Cooperation,,Rumjatar,Distribution,Household kits (excluding tarpaulins),,100,100,
524 1 03 13 5 050,Swiss Agency for Development and Cooperation,,Singhadevi,Distribution,Household kits (excluding tarpaulins),,250,250,
524 1 03 13 5 051,Swiss Agency for Development and Cooperation,,Tarkerabari,Distribution,Household kits (excluding tarpaulins),,150,150,
524 1 03 13 5 031,Swiss Agency for Development and Cooperation,,Ubu,Distribution,Household kits (excluding tarpaulins),,200,200,
524 1 03 13 5 029,Swiss Agency for Development and Cooperation,,Baksha,Distribution,Household kits (excluding tarpaulins),,150,150,
524 1 03 13 5 015,Swiss Agency for Development and Cooperation,,Barudeshwor,Distribution,Household kits (excluding tarpaulins),,253,253,
524 1 03 13 5 023,Swiss Agency for Development and Cooperation,,Bhushanga,Distribution,Household kits (excluding tarpaulins),,120,120,
524 1 03 13 5 002,Swiss Agency for Development and Cooperation,,Jyamere,Distribution,Household kits (excluding tarpaulins),,100,100,
524 1 03 13 5 024,Swiss Agency for Development and Cooperation,,Khijiflate,Distribution,Household kits (excluding tarpaulins),,620,620,
524 1 03 13 5 055,Swiss Agency for Development and Cooperation,,Khijikaanthi,Distribution,Household kits (excluding tarpaulins),,120,120,
524 1 03 13 5 007,Swiss Agency for Development and Cooperation,,Kuebhire,Distribution,Household kits (excluding tarpaulins),,200,200,
524 1 03 13 5 033,Swiss Agency for Development and Cooperation,,Madhabpur,Distribution,Household kits (excluding tarpaulins),,100,100,
524 1 03 13 5 054,Swiss Agency for Development and Cooperation,,Narayansthan,Distribution,Household kits (excluding tarpaulins),,300,300,
524 1 03 13 5 054,Swiss Agency for Development and Cooperation,,Narayansthan,Distribution,Household kits (excluding tarpaulins),,100,100,
524 1 03 13 5 048,Swiss Agency for Development and Cooperation,,Narmadeshwor,Distribution,Household kits (excluding tarpaulins),,200,200,
524 1 03 13 5 028,Swiss Agency for Development and Cooperation,,Patale,Distribution,Household kits (excluding tarpaulins),,250,250,
524 1 03 13 5 045,Swiss Agency for Development and Cooperation,,Phedighooth,Distribution,Household kits (excluding tarpaulins),,200,200,
524 1 03 13 5 049,Swiss Agency for Development and Cooperation,,Ranibaan,Distribution,Household kits (excluding tarpaulins),,150,150,
524 1 03 13 5 010,Swiss Agency for Development and Cooperation,,Ratmate,Distribution,Household kits (excluding tarpaulins),,150,150,
524 1 03 13 5 027,Swiss Agency for Development and Cooperation,,Rawadol,Distribution,Household kits (excluding tarpaulins),,120,120,
524 1 03 13 5 005,Swiss Agency for Development and Cooperation,,Sallere,Distribution,Household kits (excluding tarpaulins),,100,100,
524 1 03 13 5 011,Swiss Agency for Development and Cooperation,,Sherma,Distribution,Household kits (excluding tarpaulins),,150,150,
524 1 03 13 5 037,Swiss Agency for Development and Cooperation,,Shishneri,Distribution,Household kits (excluding tarpaulins),,250,250,
524 1 03 13 5 022,Swiss Agency for Development and Cooperation,,Shrichaor,Distribution,Household kits (excluding tarpaulins),,200,200,
524 1 03 13 5 014,Swiss Agency for Development and Cooperation,,Thulachaap,Distribution,Household kits (excluding tarpaulins),,150,150,
524 1 03 13 5 036,Swiss Agency for Development and Cooperation,,Tokshel,Distribution,Household kits (excluding tarpaulins),,200,200,
524 1 03 13 5 013,Swiss Agency for Development and Cooperation,,Tuluwa,Distribution,Household kits (excluding tarpaulins),,363,363,
524 1 03 13 5 052,Swiss Agency for Development and Cooperation,,Yesham,Distribution,Household kits (excluding tarpaulins),,200,200,
524 1 03 13 5 041,Swiss Agency for Development and Cooperation,,Balakhu,Distribution,Tarpaulin,,200,200,
524 1 03 13 5 032,Swiss Agency for Development and Cooperation,,Betini,Distribution,Tarpaulin,,150,150,
524 1 03 13 5 012,Swiss Agency for Development and Cooperation,,Bhadaure,Distribution,Tarpaulin,,366,366,
524 1 03 13 5 016,Swiss Agency for Development and Cooperation,,Bigutar,Distribution,Tarpaulin,,150,150,
524 1 03 13 5 042,Swiss Agency for Development and Cooperation,,Bilandu,Distribution,Tarpaulin,,200,200,
524 1 03 13 5 040,Swiss Agency for Development and Cooperation,,Chyanam,Distribution,Tarpaulin,,240,240,
524 1 03 13 5 006,Swiss Agency for Development and Cooperation,,Diyale,Distribution,Tarpaulin,,150,150,
524 1 03 13 5 047,Swiss Agency for Development and Cooperation,,Gamnangtar,Distribution,Tarpaulin,,350,350,
524 1 03 13 5 020,Swiss Agency for Development and Cooperation,,Harkapur,Distribution,Tarpaulin,,200,200,
524 1 03 13 5 017,Swiss Agency for Development and Cooperation,,Jantarkhani,Distribution,Tarpaulin,,100,100,
524 1 03 13 5 043,Swiss Agency for Development and Cooperation,,Kalikadevi,Distribution,Tarpaulin,,250,250,
524 1 03 13 5 038,Swiss Agency for Development and Cooperation,,Katunje,Distribution,Tarpaulin,,270,270,
524 1 03 13 5 056,Swiss Agency for Development and Cooperation,,Ketuke,Distribution,Tarpaulin,,100,100,
524 1 03 13 5 018,Swiss Agency for Development and Cooperation,,Kuntadevi,Distribution,Tarpaulin,,100,100,
524 1 03 13 5 008,Swiss Agency for Development and Cooperation,,Mamkha,Distribution,Tarpaulin,,200,200,
524 1 03 13 5 034,Swiss Agency for Development and Cooperation,,Manebhanjyang,Distribution,Tarpaulin,,150,150,
524 1 03 13 5 030,Swiss Agency for Development and Cooperation,,Moli,Distribution,Tarpaulin,,380,380,
524 1 03 13 5 039,Swiss Agency for Development and Cooperation,,Mulkharka,Distribution,Tarpaulin,,200,200,
524 1 03 13 5 003,Swiss Agency for Development and Cooperation,,Okhaldhunga,Distribution,Tarpaulin,,250,250,
524 1 03 13 5 044,Swiss Agency for Development and Cooperation,,Palapu,Distribution,Tarpaulin,,400,400,
524 1 03 13 5 053,Swiss Agency for Development and Cooperation,,Pokali,Distribution,Tarpaulin,,250,250,
524 1 03 13 5 009,Swiss Agency for Development and Cooperation,,Pokhare,Distribution,Tarpaulin,,100,100,
524 1 03 13 5 021,Swiss Agency for Development and Cooperation,,Prapcha,Distribution,Tarpaulin,,150,150,
524 1 03 13 5 019,Swiss Agency for Development and Cooperation,,Ragadeep,Distribution,Tarpaulin,,150,150,
524 1 03 13 5 026,Swiss Agency for Development and Cooperation,,Ragani,Distribution,Tarpaulin,,310,310,
524 1 03 13 5 004,Swiss Agency for Development and Cooperation,,Rumjatar,Distribution,Tarpaulin,,100,100,
524 1 03 13 5 050,Swiss Agency for Development and Cooperation,,Singhadevi,Distribution,Tarpaulin,,250,250,
524 1 03 13 5 051,Swiss Agency for Development and Cooperation,,Tarkerabari,Distribution,Tarpaulin,,150,150,
524 1 03 13 5 031,Swiss Agency for Development and Cooperation,,Ubu,Distribution,Tarpaulin,,200,200,
524 1 03 13 5 029,Swiss Agency for Development and Cooperation,,Baksha,Distribution,Tarpaulin,,150,150,
524 1 03 13 5 015,Swiss Agency for Development and Cooperation,,Barudeshwor,Distribution,Tarpaulin,,253,253,
524 1 03 13 5 023,Swiss Agency for Development and Cooperation,,Bhushanga,Distribution,Tarpaulin,,120,120,
524 1 03 13 5 002,Swiss Agency for Development and Cooperation,,Jyamere,Distribution,Tarpaulin,,100,100,
524 1 03 13 5 024,Swiss Agency for Development and Cooperation,,Khijiflate,Distribution,Tarpaulin,,620,620,
524 1 03 13 5 055,Swiss Agency for Development and Cooperation,,Khijikaanthi,Distribution,Tarpaulin,,120,120,
524 1 03 13 5 007,Swiss Agency for Development and Cooperation,,Kuebhire,Distribution,Tarpaulin,,200,200,
524 1 03 13 5 033,Swiss Agency for Development and Cooperation,,Madhabpur,Distribution,Tarpaulin,,100,100,
524 1 03 13 5 054,Swiss Agency for Development and Cooperation,,Narayansthan,Distribution,Tarpaulin,,300,300,
524 1 03 13 5 054,Swiss Agency for Development and Cooperation,,Narayansthan,Distribution,Tarpaulin,,100,100,
524 1 03 13 5 048,Swiss Agency for Development and Cooperation,,Narmadeshwor,Distribution,Tarpaulin,,200,200,
524 1 03 13 5 028,Swiss Agency for Development and Cooperation,,Patale,Distribution,Tarpaulin,,250,250,
524 1 03 13 5 045,Swiss Agency for Development and Cooperation,,Phedighooth,Distribution,Tarpaulin,,200,200,
524 1 03 13 5 049,Swiss Agency for Development and Cooperation,,Ranibaan,Distribution,Tarpaulin,,150,150,
524 1 03 13 5 010,Swiss Agency for Development and Cooperation,,Ratmate,Distribution,Tarpaulin,,150,150,
524 1 03 13 5 027,Swiss Agency for Development and Cooperation,,Rawadol,Distribution,Tarpaulin,,120,120,
524 1 03 13 5 005,Swiss Agency for Development and Cooperation,,Sallere,Distribution,Tarpaulin,,100,100,
524 1 03 13 5 011,Swiss Agency for Development and Cooperation,,Sherma,Distribution,Tarpaulin,,150,150,
524 1 03 13 5 037,Swiss Agency for Development and Cooperation,,Shishneri,Distribution,Tarpaulin,,250,250,
524 1 03 13 5 022,Swiss Agency for Development and Cooperation,,Shrichaor,Distribution,Tarpaulin,,200,200,
524 1 03 13 5 014,Swiss Agency for Development and Cooperation,,Thulachaap,Distribution,Tarpaulin,,150,150,
524 1 03 13 5 036,Swiss Agency for Development and Cooperation,,Tokshel,Distribution,Tarpaulin,,200,200,
524 1 03 13 5 013,Swiss Agency for Development and Cooperation,,Tuluwa,Distribution,Tarpaulin,,363,363,
524 1 03 13 5 052,Swiss Agency for Development and Cooperation,,Yesham,Distribution,Tarpaulin,,200,200,
524 2 04 21 5 024,Swiss Agency for Development and Cooperation,,Betali,Distribution,Household kits (excluding tarpaulins),,350,350,
524 2 04 21 5 033,Swiss Agency for Development and Cooperation,,Dimipokhari,Distribution,Household kits (excluding tarpaulins),,300,300,
524 2 04 21 5 037,Swiss Agency for Development and Cooperation,,Lakhanpur,Distribution,Household kits (excluding tarpaulins),,435,435,
524 2 04 21 5 027,Swiss Agency for Development and Cooperation,,Namadi,Distribution,Household kits (excluding tarpaulins),,350,350,
524 2 04 21 5 022,Swiss Agency for Development and Cooperation,,Rasanalu,Distribution,Household kits (excluding tarpaulins),,300,300,
524 2 04 21 5 023,Swiss Agency for Development and Cooperation,,Those,Distribution,Household kits (excluding tarpaulins),,300,300,
524 2 04 21 5 034,Swiss Agency for Development and Cooperation,,Gunsi,Distribution,Household kits (excluding tarpaulins),,400,400,
524 2 04 21 5 028,Swiss Agency for Development and Cooperation,,Tharpu,Distribution,Household kits (excluding tarpaulins),,200,200,
524 2 04 21 5 055,Swiss Agency for Development and Cooperation,,Thokarpur,Distribution,Household kits (excluding tarpaulins),,350,350,
524 2 04 21 5 024,Swiss Agency for Development and Cooperation,,Betali,Distribution,Tarpaulin,,350,350,
524 2 04 21 5 033,Swiss Agency for Development and Cooperation,,Dimipokhari,Distribution,Tarpaulin,,300,300,
524 2 04 21 5 037,Swiss Agency for Development and Cooperation,,Lakhanpur,Distribution,Tarpaulin,,435,435,
524 2 04 21 5 027,Swiss Agency for Development and Cooperation,,Namadi,Distribution,Tarpaulin,,350,350,
524 2 04 21 5 022,Swiss Agency for Development and Cooperation,,Rasanalu,Distribution,Tarpaulin,,300,300,
524 2 04 21 5 023,Swiss Agency for Development and Cooperation,,Those,Distribution,Tarpaulin,,300,300,
524 2 04 21 5 034,Swiss Agency for Development and Cooperation,,Gunsi,Distribution,Tarpaulin,,400,400,
524 2 04 21 5 028,Swiss Agency for Development and Cooperation,,Tharpu,Distribution,Tarpaulin,,200,200,
524 2 04 21 5 055,Swiss Agency for Development and Cooperation,,Thokarpur,Distribution,Tarpaulin,,350,350,
524 2 06 31 5 033,Tearfund,,Tistung,Cash,Conditional Cash,Targeted group,,,
524 2 06 31 5 032,Tearfund,,Agra,Cash,Conditional Cash,Targeted group,,,
524 2 06 31 5 033,Tearfund,,Tistung,Distribution,CGI Bundle (72ft/bundle),Targeted group,1226,614,
524 2 06 31 5 032,Tearfund,,Agra,Distribution,CGI Bundle (72ft/bundle),Targeted group,1005,594,
524 2 06 31 5 033,Tearfund,,Tistung,Distribution,Tool kits and fixings,Targeted group,245,,
524 2 06 31 5 032,Tearfund,,Agra,Distribution,Tool kits and fixings,Targeted group,111,,
524 2 06 31 5 033,Tearfund,IOM,Tistung,Distribution,Blankets,All / Blanket,2766,1383,
524 2 06 31 5 032,Tearfund,IOM,Agra,Distribution,Blankets,All / Blanket,175,105,
524 2 06 31 5 033,Tearfund,Tearfund/IOM,Tistung,Distribution,Household kits (excluding tarpaulins),Targeted group,97,97,
524 2 06 31 5 032,Tearfund,Tearfund/IOM,Agra,Distribution,Household kits (excluding tarpaulins),Targeted group,118,118,
524 2 06 31 5 033,Tearfund,IOM,Tistung,Distribution,Tarpaulin,All / Blanket,2766,1383,
524 2 06 31 5 032,Tearfund,IOM,Agra,Distribution,Tarpaulin,All / Blanket,115,63,
524 2 06 31 5 033,Tearfund,,Tistung,Training,Community Training,All / Blanket,,,
524 2 06 31 5 032,Tearfund,,Agra,Training,Community Training,All / Blanket,,,
524 2 06 31 5 033,Tearfund,,Tistung,Training,Specialist Training,All / Blanket,,,
524 2 06 31 5 032,Tearfund,,Agra,Training,Specialist Training,All / Blanket,,,
524 2 05 24 5 059,Terre des hommes (Tdh),,Baluwa Pati Naldhun,Distribution,Tarpaulin,,340,340,
524 2 05 24 5 060,Terre des hommes (Tdh),,Gairi Bisauna Deupur,Distribution,Tarpaulin,,1000,1000,
524 2 05 24 5 061,Terre des hommes (Tdh),,Naya Gaun Deupur,Distribution,Tarpaulin,,400,400,
524 2 05 30 5 042,Tevel,,Bhumisthan,Distribution,CGI Bundle (72ft/bundle),Targeted group,115,115,4290
524 2 05 30 5 029,Tevel,,Goganpani,Distribution,CGI Bundle (72ft/bundle),Targeted group,20,20,4290
524 2 05 30 5 029,Tevel,,Goganpani,Distribution,CGI Bundle (72ft/bundle),Targeted group,88,88,4290
524 2 04 22 5 037,Tevel,,Sundrawati,Distribution,CGI Bundle (72ft/bundle),All / Blanket,250,250,
,Tevel,,Narayanpur (Fulbari),Distribution,CGI Bundle (72ft/bundle),Targeted group,73,73,4290
524 2 05 24 5 040,Tevel,,Patlekhet,Distribution,CGI Bundle (72ft/bundle),Targeted group,27,27,4290
524 2 04 21 5 032,Tevel,,Bethan,Distribution,CGI Bundle (72ft/bundle),,1255,1255,
524 2 04 21 5 035,Tevel,,Hiledevi,Distribution,CGI Bundle (72ft/bundle),,1600,800,
524 2 04 21 5 033,Tevel,,Dimipokhari,Distribution,CGI Bundle (72ft/bundle),,795,795,
524 2 05 26 5 002,The Leprosy Mission Nepal (TLMN) ,,Sudal,Cash,Unconditional Cash,Targeted group,300000,20,15000
524 2 05 30 5 049,The Leprosy Mission Nepal (TLMN) ,,Naubise,Cash,Unconditional Cash,Targeted group,720000,48,15000
524 2 05 30 5 048,The Leprosy Mission Nepal (TLMN) ,,Jiwanpur,Cash,Unconditional Cash,Targeted group,405000,27,15000
524 2 05 30 5 036,The Leprosy Mission Nepal (TLMN) ,,Kebalpur,Cash,Unconditional Cash,Targeted group,825000,55,15000
524 2 04 22 5 005,The Leprosy Mission Nepal (TLMN) ,,Namdru,Cash,Unconditional Cash,Targeted group,620000,31,20000
524 2 04 22 5 038,The Leprosy Mission Nepal (TLMN) ,,Sunkhani,Cash,Unconditional Cash,Targeted group,3640000,182,20000
524 2 05 24 3 002,The Leprosy Mission Nepal (TLMN) ,,Panauti Municipality,Cash,Unconditional Cash,Targeted group,690000,46,15000
524 2 05 24 5 073,The Leprosy Mission Nepal (TLMN) ,,Panchkhal,Cash,Unconditional Cash,Targeted group,750000,50,15000
524 2 05 27 5 010,The Leprosy Mission Nepal (TLMN) ,,Gothatar,Cash,Unconditional Cash,Targeted group,45000,3,15000
524 2 05 27 5 017,The Leprosy Mission Nepal (TLMN) ,,Kapan,Cash,Unconditional Cash,Targeted group,165000,11,15000
524 2 05 27 5 039,The Leprosy Mission Nepal (TLMN) ,,Sitapaila,Cash,Unconditional Cash,Targeted group,165000,11,15000
524 2 05 27 5 027,The Leprosy Mission Nepal (TLMN) ,,Dhapasi,Cash,Unconditional Cash,Targeted group,240000,16,15000
524 2 06 31 5 008,The Leprosy Mission Nepal (TLMN) ,,Shripur Chhatiwan,Cash,Unconditional Cash,Targeted group,450000,45,10000
524 2 05 28 5 005,The Leprosy Mission Nepal (TLMN) ,,Okharpauwa,Cash,Unconditional Cash,Targeted group,2385000,159,15000
524 2 05 28 5 044,The Leprosy Mission Nepal (TLMN) ,,Budhasing,Cash,Unconditional Cash,Targeted group,315000,21,15000
524 2 05 28 5 014,The Leprosy Mission Nepal (TLMN) ,,Thansing,Cash,Unconditional Cash,Targeted group,240000,16,15000
524 2 05 23 5 035,The Leprosy Mission Nepal (TLMN) ,,Chautara,Cash,Unconditional Cash,Targeted group,1245000,83,15000
524 2 05 23 5 029,The Leprosy Mission Nepal (TLMN) ,,Mangkha,Cash,Unconditional Cash,Targeted group,1020000,68,15000
524 2 05 24 5 023,The Leprosy Mission Nepal (TLMN) ,,Mangaltar,Distribution,Tarpaulin,Targeted group,,500,1300
524 2 05 24 5 057,The Leprosy Mission Nepal (TLMN) ,,Tukuchanala,Distribution,Tarpaulin,Targeted group,,500,1300
524 2 05 24 5 073,The Leprosy Mission Nepal (TLMN) ,,Panchkhal,Distribution,Tarpaulin,Targeted group,,500,1300
524 2 05 24 5 084,The Leprosy Mission Nepal (TLMN) ,,Saping,Distribution,Tarpaulin,Targeted group,,500,1300
524 2 05 24 5 087,The Leprosy Mission Nepal (TLMN) ,,Simthali,Distribution,Tarpaulin,Targeted group,,500,1300
524 2 05 24 3 001,The Leprosy Mission Nepal (TLMN) ,,Dhulikhel Municipality,Distribution,Tarpaulin,Targeted group,,500,1300
524 2 05 24 3 002,The Leprosy Mission Nepal (TLMN) ,,Panauti Municipality,Distribution,Tarpaulin,Targeted group,,501,1300
524 2 05 24 5 071,The Leprosy Mission Nepal (TLMN) ,,Jyamdi Mandan,Distribution,Tarpaulin,Targeted group,,502,1300
524 2 05 24 5 070,The Leprosy Mission Nepal (TLMN) ,,Jaisithok Mandan,Distribution,Tarpaulin,Targeted group,,503,1300
524 2 05 24 5 066,The Leprosy Mission Nepal (TLMN) ,,Rabiopi,Distribution,Tarpaulin,Targeted group,,504,1300
524 2 05 25 5 004,The Leprosy Mission Nepal (TLMN) ,,Lele,Distribution,Tarpaulin,All / Blanket,1000,1000,1500
524 2 05 25 5 004,The Leprosy Mission Nepal (TLMN) ,,Lele,Distribution,Tarpaulin,Targeted group,30,30,1300
524 2 05 25 5 004,The Leprosy Mission Nepal (TLMN) ,,Lele,Distribution,Tarpaulin,Targeted group,30,30,1300
524 2 05 25 5 004,The Leprosy Mission Nepal (TLMN) ,,Lele,Distribution,Tarpaulin,Targeted group,30,30,1300
524 2 05 25 5 004,The Leprosy Mission Nepal (TLMN) ,,Lele,Distribution,Tarpaulin,Targeted group,30,30,1300
524 2 05 25 5 004,The Leprosy Mission Nepal (TLMN) ,,Lele,Distribution,Tarpaulin,Targeted group,30,30,1300
524 2 05 25 5 004,The Leprosy Mission Nepal (TLMN) ,,Lele,Distribution,Tarpaulin,Targeted group,30,30,1300
524 2 05 25 5 004,The Leprosy Mission Nepal (TLMN) ,,Lele,Distribution,Tarpaulin,Targeted group,30,30,1300
524 2 05 25 5 004,The Leprosy Mission Nepal (TLMN) ,,Lele,Distribution,Tarpaulin,Targeted group,200,200,1300
524 1 03 13 5 034,The Leprosy Mission Nepal (TLMN) ,,Manebhanjyang,Distribution,Tarpaulin,Targeted group,25,25,1500
524 1 03 13 5 035,The Leprosy Mission Nepal (TLMN) ,,Thakle,Distribution,Tarpaulin,All / Blanket,25,25,1500
524 1 03 13 5 033,The Leprosy Mission Nepal (TLMN) ,,Madhabpur,Distribution,Tarpaulin,All / Blanket,25,25,1500
524 1 03 13 5 036,The Leprosy Mission Nepal (TLMN) ,,Tokshel,Distribution,Tarpaulin,All / Blanket,25,25,1500
524 2 04 21 5 030,The Leprosy Mission Nepal (TLMN) ,,Manthali,Distribution,Tarpaulin,Targeted group,50,50,1500
524 2 04 21 5 036,The Leprosy Mission Nepal (TLMN) ,,Khaniyapani,Distribution,CGI Bundle (72ft/bundle),Targeted group,40,40,20000
524 2 04 21 5 025,The Leprosy Mission Nepal (TLMN) ,,Khimti,Distribution,CGI Bundle (72ft/bundle),Targeted group,58,58,20000
524 2 04 21 5 045,The Leprosy Mission Nepal (TLMN) ,,Bhatauli,Distribution,CGI Bundle (72ft/bundle),Targeted group,59,59,20000
524 2 04 21 5 046,The Leprosy Mission Nepal (TLMN) ,,Chanakhu,Distribution,CGI Bundle (72ft/bundle),Targeted group,43,43,20000
524 2 04 21 5 052,The Leprosy Mission Nepal (TLMN) ,,Gelu,Distribution,CGI Bundle (72ft/bundle),Targeted group,35,35,20000
524 2 04 21 5 030,The Leprosy Mission Nepal (TLMN) ,,Manthali,Distribution,CGI Bundle (72ft/bundle),Targeted group,115,115,20000
524 2 05 29 5 003,The Leprosy Mission Nepal (TLMN) ,,Yarsa,Distribution,Tarpaulin,Targeted group,16,16,1300
524 2 05 29 5 005,The Leprosy Mission Nepal (TLMN) ,,Bhorle,Distribution,CGI Bundle (72ft/bundle),,26,26,7500
524 2 05 29 5 003,The Leprosy Mission Nepal (TLMN) ,,Yarsa,Distribution,CGI Bundle (72ft/bundle),Targeted group,50,50,7500
,The Salvation Army,,,Distribution,Tarpaulin,,157,245,
,The Salvation Army,,,Distribution,Tents,,22,204,
524 2 04 22 5 034,The Salvation Army,,Babare,Distribution,Tarpaulin,,60,60,
524 2 04 22 5 047,The Salvation Army,,Bhusaphedi,Distribution,Tarpaulin,,60,60,
524 2 04 22 5 036,The Salvation Army,,Lapilang,Distribution,Tarpaulin,,70,70,
524 2 04 22 5 024,The Salvation Army,,Bhedpu,Distribution,Tarpaulin,,140,140,
524 3 07 36 5 044,The Salvation Army,,Gumda,Distribution,Tarpaulin,,25,25,
524 2 05 24 3 002,The Salvation Army,,Panauti Municipality,Distribution,Tarpaulin,,220,220,
,The Salvation Army,,Sanepa,Distribution,Tarpaulin,,12,12,
524 2 05 25 5 035,The Salvation Army,,Sunakothi,Distribution,Tarpaulin,,14,72,
