vdc,hazard,exposure,housing,poverty,vulnerability,severity,sev_norm,sev_cat
Mugu,0.000292247,0.009205979,4.998429002,4.474969475,4.736699238,0.023357802,0.047905009,Lowest
Garpan,0.00013564,0.020616062,5.761825825,2.689255189,4.225540507,0.02277676,0.046713338,Lowest
Buvramadichaur,0.000150152,0.012066189,4.94899038,7.811355311,6.380172846,0.02261057,0.046372496,Lowest
Lali,9.31459E-05,0.016146344,5,10,7.5,0.022426751,0.045995497,Lowest
Pulu,0.000207108,0.011225554,4.998429002,4.474969475,4.736699238,0.022248121,0.04562914,Lowest
Limi,0.000152969,0.009267489,5,10,7.5,0.021989194,0.045098102,Lowest
Kotdanda,0.000121316,0.01829919,4.998429002,4.474969475,4.736699238,0.021908276,0.044932146,Lowest
Madana,8.62749E-05,0.015849047,5,10,7.5,0.02172616,0.04455864,Lowest
Dhainakot,8.19904E-05,0.02458345,4.998429002,4.474969475,4.736699238,0.021214224,0.0435087,Lowest
Dolphu,0.000472845,0.003946884,4.998429002,4.474969475,4.736699238,0.020676787,0.042406459,Lowest
Rumale(Khaumale),9.66182E-05,0.018575985,4.998429002,4.474969475,4.736699238,0.020409336,0.041857938,Lowest
Photu,0.000123601,0.014055008,4.998429002,4.474969475,4.736699238,0.02018877,0.041405576,Lowest
Hepka,9.91643E-05,0.010835991,5,10,7.5,0.020049108,0.041119139,Lowest
Hyanglu,7.94606E-05,0.021190155,4.998429002,4.474969475,4.736699238,0.019979622,0.040976629,Lowest
ShreeNagar,8.89204E-05,0.011379328,5,10,7.5,0.019651385,0.04030344,Lowest
Khagalgaun,9.62179E-05,0.010487435,5,10,7.5,0.019633399,0.040266552,Lowest
Chhipra,9.25791E-05,0.010712971,5,10,7.5,0.019520668,0.040035351,Lowest
RaraKalai,9.69431E-05,0.015961815,4.998429002,4.474969475,4.736699238,0.019424877,0.03983889,Lowest
Gothi,8.48898E-05,0.01138958,5,10,7.5,0.019355667,0.039696946,Lowest
Ratudevistan,9.70676E-05,0.017212516,5.761825825,2.689255189,4.225540507,0.019183756,0.039344371,Lowest
Baraigaun,7.40573E-05,0.012660784,5,10,7.5,0.019158578,0.039292732,Lowest
Saya(Sama),7.88741E-05,0.010897501,5,10,7.5,0.01861119,0.038170082,Lowest
Natharpu,7.76485E-05,0.01643339,4.998429002,4.474969475,4.736699238,0.018215675,0.037358912,Lowest
Melchham,8.47115E-05,0.009482774,5,10,7.5,0.018196157,0.037318882,Lowest
Bhiyee,8.53721E-05,0.014413816,4.998429002,4.474969475,4.736699238,0.017996591,0.036909589,Lowest
Kimari,0.000171263,0.005935704,4.998429002,4.474969475,4.736699238,0.016886398,0.03463267,Lowest
Bargaun,7.16916E-05,0.007565716,5,10,7.5,0.015963438,0.032739753,Lowest
DipayalSilgadhiN.P.,0,0.24005257,8.768910588,8.263125763,8.516018176,0,0,Lowest
NepalgunjN.P.,0,0.743275176,6.604694962,8.174603175,7.389649068,0,0,Lowest
Mangalsen,0,0.107211726,8.452909585,9.212454212,8.832681899,0,0,Lowest
Soukat,0,0.068224712,8.452909585,9.212454212,8.832681899,0,0,Lowest
Kailashmandau,0,0.09827229,8.077192371,8.797313797,8.437253084,0,0,Lowest
Ramarosan,0,0.061397115,8.452909585,9.212454212,8.832681899,0,0,Lowest
Martadi,0,0.090286257,8.077192371,8.797313797,8.437253084,0,0,Lowest
Dhungachalna,0,0.057983316,8.452909585,9.212454212,8.832681899,0,0,Lowest
Binayak,0,0.057521992,8.452909585,9.212454212,8.832681899,0,0,Lowest
Barhabise,0,0.085847294,8.077192371,8.797313797,8.437253084,0,0,Lowest
Hichma,0,0.054897571,8.452909585,9.212454212,8.832681899,0,0,Lowest
Siudi,0,0.051586289,8.452909585,9.212454212,8.832681899,0,0,Lowest
Payal,0,0.051196726,8.452909585,9.212454212,8.832681899,0,0,Lowest
Kolti,0,0.073135251,8.077192371,8.797313797,8.437253084,0,0,Lowest
Dhodasain,0,0.049023377,8.452909585,9.212454212,8.832681899,0,0,Lowest
Kushkot,0,0.047711166,8.452909585,9.212454212,8.832681899,0,0,Lowest
Bhatakatiya,0,0.047700914,8.452909585,9.212454212,8.832681899,0,0,Lowest
Kuldeumadau,0,0.070449319,8.077192371,8.797313797,8.437253084,0,0,Lowest
Risidaha,0,0.046747511,8.452909585,9.212454212,8.832681899,0,0,Lowest
Rahaph,0,0.046716756,8.452909585,9.212454212,8.832681899,0,0,Lowest
Pandusain,0,0.06920887,8.077192371,8.797313797,8.437253084,0,0,Lowest
Toleni,0,0.063324425,8.768910588,8.263125763,8.516018176,0,0,Lowest
Daud,0,0.062709326,8.768910588,8.263125763,8.516018176,0,0,Lowest
Baradadevi,0,0.045640333,8.452909585,9.212454212,8.832681899,0,0,Lowest
Darna,0,0.044973976,8.452909585,9.212454212,8.832681899,0,0,Lowest
Bhairavsthan,0,0.044922718,8.452909585,9.212454212,8.832681899,0,0,Lowest
Bramhatola,0,0.065928343,8.077192371,8.797313797,8.437253084,0,0,Lowest
Tikhatar,0,0.060177169,8.768910588,8.263125763,8.516018176,0,0,Lowest
Kuika,0,0.043887302,8.452909585,9.212454212,8.832681899,0,0,Lowest
Khatiwada,0,0.059582573,8.768910588,8.263125763,8.516018176,0,0,Lowest
Barchhen,0,0.05887521,8.768910588,8.263125763,8.516018176,0,0,Lowest
Batulasen,0,0.043046667,8.452909585,9.212454212,8.832681899,0,0,Lowest
Siddheswor,0,0.042728865,8.452909585,9.212454212,8.832681899,0,0,Lowest
Walant,0,0.041806217,8.452909585,9.212454212,8.832681899,0,0,Lowest
Turmakhad,0,0.041590933,8.452909585,9.212454212,8.832681899,0,0,Lowest
Dhakari,0,0.041375648,8.452909585,9.212454212,8.832681899,0,0,Lowest
Toli,0,0.041006589,8.452909585,9.212454212,8.832681899,0,0,Lowest
Bayala,0,0.040473503,8.452909585,9.212454212,8.832681899,0,0,Lowest
Khodasadevi,0,0.04032998,8.452909585,9.212454212,8.832681899,0,0,Lowest
Lungra,0,0.0395201,8.452909585,9.212454212,8.832681899,0,0,Lowest
Dhamali,0,0.038966511,8.452909585,9.212454212,8.832681899,0,0,Lowest
Nandegada,0,0.038751226,8.452909585,9.212454212,8.832681899,0,0,Lowest
Kalikasthan,0,0.052498685,8.768910588,8.263125763,8.516018176,0,0,Lowest
Banakatawa,0,0.192648954,6.604694962,8.174603175,7.389649068,0,0,Lowest
Warla,0,0.038289902,8.452909585,9.212454212,8.832681899,0,0,Lowest
Basti,0,0.038095121,8.452909585,9.212454212,8.832681899,0,0,Lowest
Latamandau,0,0.051545282,8.768910588,8.263125763,8.516018176,0,0,Lowest
Jugada,0,0.054928326,8.077192371,8.797313797,8.437253084,0,0,Lowest
Sutar,0,0.037049453,8.452909585,9.212454212,8.832681899,0,0,Lowest
Banlek,0,0.050181813,8.768910588,8.263125763,8.516018176,0,0,Lowest
Bhumirajmadau,0,0.04979225,8.768910588,8.263125763,8.516018176,0,0,Lowest
LaxmiNagar,0,0.049679482,8.768910588,8.263125763,8.516018176,0,0,Lowest
Mudabhara,0,0.048777337,8.768910588,8.263125763,8.516018176,0,0,Lowest
Gudukhati,0,0.05259095,8.077192371,8.797313797,8.437253084,0,0,Lowest
Kalekanda,0,0.035778249,8.452909585,9.212454212,8.832681899,0,0,Lowest
Tolidewal,0,0.051924593,8.077192371,8.797313797,8.437253084,0,0,Lowest
Mashtamandaun,0,0.035275918,8.452909585,9.212454212,8.832681899,0,0,Lowest
Kalikasthan,0,0.035091388,8.452909585,9.212454212,8.832681899,0,0,Lowest
Chamunda,0,0.120795159,7.71015855,7.585470085,7.647814318,0,0,Lowest
Oligaun,0,0.034117482,8.452909585,9.212454212,8.832681899,0,0,Lowest
Janalibandali,0,0.033871442,8.452909585,9.212454212,8.832681899,0,0,Lowest
Bindhyabasini,0,0.033030807,8.452909585,9.212454212,8.832681899,0,0,Lowest
Manma,0,0.093228479,6.882439359,8.760683761,7.82156156,0,0,Lowest
Lamikhal,0,0.044020573,8.768910588,8.263125763,8.516018176,0,0,Lowest
Kuntibandali,0,0.03248747,8.452909585,9.212454212,8.832681899,0,0,Lowest
Pokhari,0,0.043590004,8.768910588,8.263125763,8.516018176,0,0,Lowest
Pulletala,0,0.032272185,8.452909585,9.212454212,8.832681899,0,0,Lowest
Dhudharukot,0,0.032026146,8.452909585,9.212454212,8.832681899,0,0,Lowest
Wagalek,0,0.04306717,8.768910588,8.263125763,8.516018176,0,0,Lowest
Ladagada,0,0.042739117,8.768910588,8.263125763,8.516018176,0,0,Lowest
Khiratadi,0,0.082597521,8.738109481,7.045177045,7.891643263,0,0,Lowest
BanjaKakani,0,0.042667356,8.768910588,8.263125763,8.516018176,0,0,Lowest
Kalika,0,0.031585325,8.452909585,9.212454212,8.832681899,0,0,Lowest
Dahakot,0,0.04549681,8.077192371,8.797313797,8.437253084,0,0,Lowest
Girichauka,0,0.041416655,8.768910588,8.263125763,8.516018176,0,0,Lowest
Chhatiwan,0,0.04101684,8.768910588,8.263125763,8.516018176,0,0,Lowest
Ghanghalgau,0,0.040801556,8.768910588,8.263125763,8.516018176,0,0,Lowest
Atichaur,0,0.043846295,8.077192371,8.797313797,8.437253084,0,0,Lowest
Mahadevsthan,0,0.040535013,8.768910588,8.263125763,8.516018176,0,0,Lowest
Bannatoli,0,0.030068081,8.452909585,9.212454212,8.832681899,0,0,Lowest
Durgamadau,0,0.040411993,8.768910588,8.263125763,8.516018176,0,0,Lowest
Deulikot,0,0.076877102,8.738109481,7.045177045,7.891643263,0,0,Lowest
Jupu,0,0.029637512,8.452909585,9.212454212,8.832681899,0,0,Lowest
Budhakot,0,0.029493989,8.452909585,9.212454212,8.832681899,0,0,Lowest
Birpath,0,0.029473486,8.452909585,9.212454212,8.832681899,0,0,Lowest
Kapalleki,0,0.039417583,8.768910588,8.263125763,8.516018176,0,0,Lowest
Nada,0,0.029196691,8.452909585,9.212454212,8.832681899,0,0,Lowest
Warpata,0,0.039161292,8.768910588,8.263125763,8.516018176,0,0,Lowest
Raniban,0,0.029083923,8.452909585,9.212454212,8.832681899,0,0,Lowest
Patalkot,0,0.028960903,8.452909585,9.212454212,8.832681899,0,0,Lowest
Kadamadaun,0,0.03883324,8.768910588,8.263125763,8.516018176,0,0,Lowest
Babala,0,0.028837884,8.452909585,9.212454212,8.832681899,0,0,Lowest
Santada,0,0.028704612,8.452909585,9.212454212,8.832681899,0,0,Lowest
Sunkuda,0,0.07375035,8.738109481,7.045177045,7.891643263,0,0,Lowest
Budhiganga,0,0.041437158,8.077192371,8.797313797,8.437253084,0,0,Lowest
Bhuli,0,0.028489328,8.452909585,9.212454212,8.832681899,0,0,Lowest
Sera,0,0.027843474,8.452909585,9.212454212,8.832681899,0,0,Lowest
Kalagaun,0,0.027761461,8.452909585,9.212454212,8.832681899,0,0,Lowest
Bageswari,0,0.129898621,6.604694962,8.174603175,7.389649068,0,0,Lowest
Jogbudha,0,0.221763632,8.091993118,5.891330891,6.991662005,0,0,Lowest
Thanti,0,0.027402653,8.452909585,9.212454212,8.832681899,0,0,Lowest
AmargadhiN.P.,0,0.217796244,8.091993118,5.891330891,6.991662005,0,0,Lowest
Malatikot,0,0.026961832,8.452909585,9.212454212,8.832681899,0,0,Lowest
Manikapur,0,0.1254084,6.604694962,8.174603175,7.389649068,0,0,Lowest
Kaphalaseri,0,0.068604023,8.738109481,7.045177045,7.891643263,0,0,Lowest
Mannakapadi,0,0.035942275,8.768910588,8.263125763,8.516018176,0,0,Lowest
Jalapadevi,0,0.026787554,8.452909585,9.212454212,8.832681899,0,0,Lowest
LanaKedareswor,0,0.0357885,8.768910588,8.263125763,8.516018176,0,0,Lowest
Chainpur,0,0.068091441,8.738109481,7.045177045,7.891643263,0,0,Lowest
Layati,0,0.026397991,8.452909585,9.212454212,8.832681899,0,0,Lowest
Chhatara,0,0.038054114,8.077192371,8.797313797,8.437253084,0,0,Lowest
Marta,0,0.072530404,6.882439359,8.760683761,7.82156156,0,0,Lowest
Chalsa,0,0.026285223,8.452909585,9.212454212,8.832681899,0,0,Lowest
Gaihragau,0,0.034619813,8.768910588,8.263125763,8.516018176,0,0,Lowest
Rayal,0,0.065559284,8.738109481,7.045177045,7.891643263,0,0,Lowest
Basudevi,0,0.034281508,8.768910588,8.263125763,8.516018176,0,0,Lowest
Udarapur,0,0.118006711,6.604694962,8.174603175,7.389649068,0,0,Lowest
Duni,0,0.025188297,8.452909585,9.212454212,8.832681899,0,0,Lowest
Sainpasela,0,0.063078385,8.738109481,7.045177045,7.891643263,0,0,Lowest
Chhapali,0,0.033256343,8.768910588,8.263125763,8.516018176,0,0,Lowest
Saraswotinagar,0,0.033102569,8.768910588,8.263125763,8.516018176,0,0,Lowest
Dahabagar,0,0.062709326,8.738109481,7.045177045,7.891643263,0,0,Lowest
Dogadi,0,0.035429693,8.077192371,8.797313797,8.437253084,0,0,Lowest
Simchaur,0,0.032518225,8.768910588,8.263125763,8.516018176,0,0,Lowest
LyatiBindraseni,0,0.078343088,7.71015855,7.585470085,7.647814318,0,0,Lowest
Gaguda,0,0.031349537,8.768910588,8.263125763,8.516018176,0,0,Lowest
Tosi,0,0.023394259,8.452909585,9.212454212,8.832681899,0,0,Lowest
Nirauli,0,0.031134252,8.768910588,8.263125763,8.516018176,0,0,Lowest
Pachanali,0,0.030765193,8.768910588,8.263125763,8.516018176,0,0,Lowest
Kotila,0,0.033051311,8.077192371,8.797313797,8.437253084,0,0,Lowest
Gadasera,0,0.03049865,8.768910588,8.263125763,8.516018176,0,0,Lowest
Kanda,0,0.032805271,8.077192371,8.797313797,8.437253084,0,0,Lowest
Satphari,0,0.030355127,8.768910588,8.263125763,8.516018176,0,0,Lowest
Syandi,0,0.05713243,8.738109481,7.045177045,7.891643263,0,0,Lowest
Devisthan,0,0.022707399,8.452909585,9.212454212,8.832681899,0,0,Lowest
Lalutantikot,0,0.060874281,6.882439359,8.760683761,7.82156156,0,0,Lowest
ChawaraChautara,0,0.02968877,8.768910588,8.263125763,8.516018176,0,0,Lowest
Ranagau,0,0.02962726,8.768910588,8.263125763,8.516018176,0,0,Lowest
Marku,0,0.022102551,8.452909585,9.212454212,8.832681899,0,0,Lowest
Rilu,0,0.054743796,8.738109481,7.045177045,7.891643263,0,0,Lowest
Khirsain,0,0.029073671,8.768910588,8.263125763,8.516018176,0,0,Lowest
Daulichaur,0,0.054508008,8.738109481,7.045177045,7.891643263,0,0,Lowest
Chandika,0,0.021641227,8.452909585,9.212454212,8.832681899,0,0,Lowest
Siuna,0,0.057214443,6.882439359,8.760683761,7.82156156,0,0,Lowest
Titihiriya,0,0.094673962,6.604694962,8.174603175,7.389649068,0,0,Lowest
Jambukandh,0,0.068932076,7.71015855,7.585470085,7.647814318,0,0,Lowest
Ghanteswor,0,0.028048507,8.768910588,8.263125763,8.516018176,0,0,Lowest
Timilsain,0,0.021118393,8.452909585,9.212454212,8.832681899,0,0,Lowest
Sinhasain,0,0.068778301,7.71015855,7.585470085,7.647814318,0,0,Lowest
Bisalla,0,0.068757798,7.71015855,7.585470085,7.647814318,0,0,Lowest
Kalena,0,0.027976745,8.768910588,8.263125763,8.516018176,0,0,Lowest
Bhairabanath,0,0.051637547,8.738109481,7.045177045,7.891643263,0,0,Lowest
Indrapur,0,0.091875262,6.604694962,8.174603175,7.389649068,0,0,Lowest
Khaskarkado,0,0.091342176,6.604694962,8.174603175,7.389649068,0,0,Lowest
Nawathana,0,0.020554553,8.452909585,9.212454212,8.832681899,0,0,Lowest
Sipkhana,0,0.054918074,6.882439359,8.760683761,7.82156156,0,0,Lowest
Banjh,0,0.050684144,8.738109481,7.045177045,7.891643263,0,0,Lowest
Phukot,0,0.054682286,6.882439359,8.760683761,7.82156156,0,0,Lowest
Bhamchaur,0,0.050550872,8.738109481,7.045177045,7.891643263,0,0,Lowest
Pipalkot,0,0.049812754,8.738109481,7.045177045,7.891643263,0,0,Lowest
Sitapur,0,0.088430709,6.604694962,8.174603175,7.389649068,0,0,Lowest
Badalamji,0,0.064841668,7.71015855,7.585470085,7.647814318,0,0,Lowest
Tolijaisi,0,0.064534119,7.71015855,7.585470085,7.647814318,0,0,Lowest
Lekhgau,0,0.049033628,8.738109481,7.045177045,7.891643263,0,0,Lowest
Samserganj,0,0.086831452,6.604694962,8.174603175,7.389649068,0,0,Lowest
Mashtabandali,0,0.019806182,8.452909585,9.212454212,8.832681899,0,0,Lowest
Kadel,0,0.048818344,8.738109481,7.045177045,7.891643263,0,0,Lowest
Hirminiya,0,0.08675969,6.604694962,8.174603175,7.389649068,0,0,Lowest
Sukitaya,0,0.051822077,6.882439359,8.760683761,7.82156156,0,0,Lowest
Manakot,0,0.027556428,8.077192371,8.797313797,8.437253084,0,0,Lowest
Sigaudi,0,0.061837936,7.71015855,7.585470085,7.647814318,0,0,Lowest
Mehalmudi,0,0.050960938,6.882439359,8.760683761,7.82156156,0,0,Lowest
Sonapur,0,0.083612434,6.604694962,8.174603175,7.389649068,0,0,Lowest
Khalanga,0,0.087928378,9.634366439,5.054945055,7.344655747,0,0,Lowest
Sanagau,0,0.025290814,8.768910588,8.263125763,8.516018176,0,0,Lowest
Alital,0,0.137997423,8.091993118,5.891330891,6.991662005,0,0,Lowest
Hatikot,0,0.018934792,8.452909585,9.212454212,8.832681899,0,0,Lowest
Sirsha,0,0.136869742,8.091993118,5.891330891,6.991662005,0,0,Lowest
Lakandra,0,0.060423208,7.71015855,7.585470085,7.647814318,0,0,Lowest
MairiKalikathum,0,0.060402705,7.71015855,7.585470085,7.647814318,0,0,Lowest
Ganjari,0,0.024501437,8.768910588,8.263125763,8.516018176,0,0,Lowest
Dhaku,0,0.018463217,8.452909585,9.212454212,8.832681899,0,0,Lowest
Dahakalikasthan,0,0.02433741,8.768910588,8.263125763,8.516018176,0,0,Lowest
Deulek,0,0.044973976,8.738109481,7.045177045,7.891643263,0,0,Lowest
Subeda,0,0.044963725,8.738109481,7.045177045,7.891643263,0,0,Lowest
Mudhegau,0,0.024265649,8.768910588,8.263125763,8.516018176,0,0,Lowest
Janalikot,0,0.018247932,8.452909585,9.212454212,8.832681899,0,0,Lowest
Jayabageswori,0,0.025752138,8.077192371,8.797313797,8.437253084,0,0,Lowest
Dangaji,0,0.043979566,8.738109481,7.045177045,7.891643263,0,0,Lowest
Tilepata,0,0.057347714,7.71015855,7.585470085,7.647814318,0,0,Lowest
Malika,0,0.057040165,7.71015855,7.585470085,7.647814318,0,0,Lowest
Parakatne,0,0.043641262,8.738109481,7.045177045,7.891643263,0,0,Lowest
Byasi,0,0.043425977,8.738109481,7.045177045,7.891643263,0,0,Lowest
Padukasthan,0,0.055543424,7.71015855,7.585470085,7.647814318,0,0,Lowest
Khaptad,0,0.017376542,8.452909585,9.212454212,8.832681899,0,0,Lowest
Majhigau,0,0.041334641,8.738109481,7.045177045,7.891643263,0,0,Lowest
RawatKot,0,0.053749386,7.71015855,7.585470085,7.647814318,0,0,Lowest
Nepa,0,0.05364687,7.71015855,7.585470085,7.647814318,0,0,Lowest
Kusapani,0,0.052457679,7.71015855,7.585470085,7.647814318,0,0,Lowest
Tijali,0,0.021877015,8.768910588,8.263125763,8.516018176,0,0,Lowest
Basudevapur,0,0.07001875,6.604694962,8.174603175,7.389649068,0,0,Lowest
Khadkawada,0,0.05165805,7.71015855,7.585470085,7.647814318,0,0,Lowest
Gajara,0,0.016392384,8.452909585,9.212454212,8.832681899,0,0,Lowest
Kanachaur,0,0.021384936,8.768910588,8.263125763,8.516018176,0,0,Lowest
PusakotChiudi,0,0.0500998,7.71015855,7.585470085,7.647814318,0,0,Lowest
Jaispur,0,0.067322567,6.604694962,8.174603175,7.389649068,0,0,Lowest
Santalla,0,0.049874264,7.71015855,7.585470085,7.647814318,0,0,Lowest
Surma,0,0.037982353,8.738109481,7.045177045,7.891643263,0,0,Lowest
Rupsa,0,0.040883569,6.882439359,8.760683761,7.82156156,0,0,Lowest
Ridikot,0,0.015777285,8.452909585,9.212454212,8.832681899,0,0,Lowest
Raniyapur,0,0.066041111,6.604694962,8.174603175,7.389649068,0,0,Lowest
Saigaun,0,0.065928343,6.604694962,8.174603175,7.389649068,0,0,Lowest
Koiralakot,0,0.037223731,8.738109481,7.045177045,7.891643263,0,0,Lowest
Kotbada,0,0.039632868,6.882439359,8.760683761,7.82156156,0,0,Lowest
Malkot(Institutional),0,0.039632868,6.882439359,8.760683761,7.82156156,0,0,Lowest
Puraina,0,0.064216318,6.604694962,8.174603175,7.389649068,0,0,Lowest
Bhatekhola,0,0.036670142,8.738109481,7.045177045,7.891643263,0,0,Lowest
Jijodamandau,0,0.020021467,8.768910588,8.263125763,8.516018176,0,0,Lowest
DasharathchandaN.P.,0,0.172135408,9.943721083,3.305860806,6.624790944,0,0,Lowest
Kotbhairab,0,0.035829507,8.738109481,7.045177045,7.891643263,0,0,Lowest
Melbisauni,0,0.035798752,8.738109481,7.045177045,7.891643263,0,0,Lowest
KhajuraKhurda,0,0.061858439,6.604694962,8.174603175,7.389649068,0,0,Lowest
Kumalgaun,0,0.038013108,6.882439359,8.760683761,7.82156156,0,0,Lowest
Paraspur,0,0.061335605,6.604694962,8.174603175,7.389649068,0,0,Lowest
Dhirkamandau,0,0.019375613,8.768910588,8.263125763,8.516018176,0,0,Lowest
Maulali,0,0.034988872,8.738109481,7.045177045,7.891643263,0,0,Lowest
NauleKatuwal,0,0.045271274,7.71015855,7.585470085,7.647814318,0,0,Lowest
Chaudhari,0,0.03491711,8.738109481,7.045177045,7.891643263,0,0,Lowest
KalBhairab,0,0.044451142,7.71015855,7.585470085,7.647814318,0,0,Lowest
Ganapur,0,0.059510812,6.604694962,8.174603175,7.389649068,0,0,Lowest
Hemantabada,0,0.03423025,8.738109481,7.045177045,7.891643263,0,0,Lowest
KedarAkhada,0,0.018852779,8.768910588,8.263125763,8.516018176,0,0,Lowest
Kotdewal,0,0.033738171,8.738109481,7.045177045,7.891643263,0,0,Lowest
Dullu,0,0.042831382,7.71015855,7.585470085,7.647814318,0,0,Lowest
Mumrakot,0,0.034968369,6.882439359,8.760683761,7.82156156,0,0,Lowest
Dantola,0,0.032354199,8.738109481,7.045177045,7.891643263,0,0,Lowest
Piparhawa,0,0.055922735,6.604694962,8.174603175,7.389649068,0,0,Lowest
Bansi,0,0.041057847,7.71015855,7.585470085,7.647814318,0,0,Lowest
Belbhar,0,0.05451826,6.604694962,8.174603175,7.389649068,0,0,Lowest
Belahari,0,0.054220962,6.604694962,8.174603175,7.389649068,0,0,Lowest
Gadaraya,0,0.030980478,8.738109481,7.045177045,7.891643263,0,0,Lowest
