"","hazard","exposure","housing","poverty","vulnerability","severity","degree"
"4383",0.108973685,0.010077369,6.441465148,5.213675214,5.827570181,0.185660183,268
"4387",0.331629699,0.006274008,6.441465148,5.213675214,5.827570181,0.229735795,35
"4434",0.738273203,0.018832276,6.441465148,5.213675214,5.827570181,0.432715523,222
"4496",0.002359431,0.031082994,8.303290622,4.761904762,6.532597692,0.078247774,35
"4497",0.002735689,0.072345874,8.303290622,4.761904762,6.532597692,0.108940354,316
"4498",0.002212259,0.059367289,8.303290622,4.761904762,6.532597692,0.095021746,143
"4499",0.00100075,0.032395205,6.738115437,3.333333333,5.035724385,0.054654094,316
"4500",0.002684434,0.089917197,8.303290622,4.761904762,6.532597692,0.116393079,223
"4501",0.003694673,0.0376543,8.303290622,4.761904762,6.532597692,0.096863204,133
"4502",NA,NA,NA,NA,NA,NA,35
"4503",0.001962946,0.038156631,8.303290622,4.761904762,6.532597692,0.07879913,316
"4504",NA,NA,NA,NA,NA,NA,133
"4505",0.00238644,0.044850956,8.303290622,4.761904762,6.532597692,0.088757015,133
"4506",0.00212749,0.02377357,8.303290622,4.761904762,6.532597692,0.069132554,316
"4507",0.001385126,0.049310423,8.303290622,4.761904762,6.532597692,0.076413718,18
"4509",0.00103744,0.058905965,8.303290622,4.761904762,6.532597692,0.073632472,213
"4597",NA,NA,NA,NA,NA,NA,8
"4604",1.592682641,0.030191101,6.45603317,3.308913309,4.88247324,0.616901779,210
"4609",1.54877187,0.028222785,6.45603317,3.308913309,4.88247324,0.597597899,120
"5055",1.098725537,0.051114713,5.913504002,5.848595849,5.881049925,0.691241818,93
"5067",1.49003098,0.062801591,5.913504002,5.848595849,5.881049925,0.819483605,122
"5085",0.136909069,0.028181778,7.531331947,5.860805861,6.696068904,0.29562433,108
"5093",0.314425836,0.036147308,7.531331947,5.860805861,6.696068904,0.423777635,43
"5186",2.155305435,0.025875157,6.441465148,5.213675214,5.827570181,0.687532311,112
"5217",1.877162735,0.037849081,6.441465148,5.213675214,5.827570181,0.745329413,112
"5247",0.6071577845,0.029699022,6.677859022,2.9242979245,4.801078473,0.3320316185,NA
"5294",1.57524726,0.027187368,6.45603317,3.308913309,4.88247324,0.593542642,204
"5313",2.067184893,0.056630099,6.45603317,3.308913309,4.88247324,0.829893134,112
"5339",1.156463103,0.051832328,6.852053081,6.572039072,6.712046076,0.738237002,112
"5433",0.654129336,0.035839759,7.160041941,6.059218559,6.60963025,0.537116659,126
"5451",8.019007365,0.117740168,5.191504838,6.547619048,5.869561943,1.769634804,112
"5499",0.11163035,0.006191995,6.441465148,5.213675214,5.827570181,0.159110972,112
"5678",2.254450602,0.028356056,6.45603317,3.308913309,4.88247324,0.678331743,126
"5679",1.069338273,0.019529388,7.379661896,4.0354090355,5.707535466,0.3177757555,NA
"5724",2.357599722,0.024542443,6.45603317,3.308913309,4.88247324,0.656159237,NA
"5785",0.007954577,0.02956575,6.218955197,5.83028083,6.024618014,0.112316917,78
"5789",0.005276056,0.026992587,7.2611229095,5.296092796,6.278607853,0.0928430145,126
"5809",0.043420271,0.053626366,6.218955197,5.83028083,6.024618014,0.241175658,259
"5811",0.025205353,0.020872354,6.218955197,5.83028083,6.024618014,0.146891921,253
"5813",0.021964674,0.023691557,6.218955197,5.83028083,6.024618014,0.146357829,259
"5825",0.012102252,0.027556428,6.218955197,5.83028083,6.024618014,0.126184557,126
"5827",0.008781388,0.031564822,6.218955197,5.83028083,6.024618014,0.11864024,253
"5829",0.01141673,0.025290814,6.218955197,5.83028083,6.024618014,0.120266503,126
"5831",NA,NA,NA,NA,NA,NA,253
"5833",0.010849097,0.031267524,6.218955197,5.83028083,6.024618014,0.126903092,126
"5835",0.005774833,0.019488381,6.218955197,5.83028083,6.024618014,0.087851307,112
"5837",0.006690194,0.022317836,6.218955197,5.83028083,6.024618014,0.096532472,126
"5839",0.022061893,0.036024288,6.218955197,5.83028083,6.024618014,0.168547597,126
"5849",0.019089935,0.029278704,6.218955197,5.83028083,6.024618014,0.1498863,126
"5851",0.015130961,0.012568519,6.218955197,5.83028083,6.024618014,0.104638952,18
"5853",0.020944445,0.026428746,6.218955197,5.83028083,6.024618014,0.149402654,260
"5855",0.012751165,0.020903109,6.218955197,5.83028083,6.024618014,0.11710176,218
"5861",0.013464091,0.022112803,6.218955197,5.83028083,6.024618014,0.121502006,253
"5863",0.011758734,0.034732581,6.218955197,5.83028083,6.024618014,0.135002676,126
"5865",0.005748112,0.031472557,6.218955197,5.83028083,6.024618014,0.102911106,126
"5867",0.004799976,0.020462288,6.218955197,5.83028083,6.024618014,0.083953911,126
"5871",0.007629189,0.014803379,6.218955197,5.83028083,6.024618014,0.087954131,126
"5877",0.009513422,0.03236445,6.218955197,5.83028083,6.024618014,0.12286971,116
"5881",0.006524995,0.022922683,6.218955197,5.83028083,6.024618014,0.096588418,253
"5885",0.007953493,0.027751209,6.218955197,5.83028083,6.024618014,0.109965498,126
"5887",0.012234198,0.050878925,6.218955197,5.83028083,6.024618014,0.155363018,82
"5891",0.002328079,0.022502366,4.999627576,3.959096459,4.479362018,0.061680421,112
"5893",0.003093814,0.024142629,4.999627576,3.959096459,4.479362018,0.069422192,220
"5895",0.002221462,0.014454823,4.999627576,3.959096459,4.479362018,0.052394928,220
"5897",0.002855405,0.019252593,4.999627576,3.959096459,4.479362018,0.062679333,112
"5899",0.001046985,0.03604479175,5.81341278975,5.15644078125,5.48492678575,0.04449170275,301
"5901",0.002615243,0.039263809,4.999627576,3.959096459,4.479362018,0.07719222,186
"5903",0.002405461,0.02794599,4.999627576,3.959096459,4.479362018,0.067026209,112
"5905",0.002147728,0.023281491,4.999627576,3.959096459,4.479362018,0.060729829,30
"5907",0.001929157,0.023260987,4.999627576,3.959096459,4.479362018,0.05857837,30
"5909",0.001483949,0.01736629,4.999627576,3.959096459,4.479362018,0.048690856,7
"5911",0.002426909,0.028028003,4.999627576,3.959096459,4.479362018,0.067290532,148
"5913",NA,NA,NA,NA,NA,NA,301
"5915",0.001865943,0.026192959,4.999627576,3.959096459,4.479362018,0.060269795,112
"5917",0.002363114,0.025260059,4.999627576,3.959096459,4.479362018,0.064423612,112
"5919",0.0219924335,0.033102569,5.488780048,3.579059829,4.533919939,0.130795131,112
"5921",0.002104022,0.029309459,4.999627576,3.959096459,4.479362018,0.065126554,253
"5923",0.002958958,0.036803413,4.999627576,3.959096459,4.479362018,0.078719262,220
"5925",0.002373862,0.020462288,4.999627576,3.959096459,4.479362018,0.060146259,30
"5927",0.002102605,0.011307567,4.999627576,3.959096459,4.479362018,0.047400291,112
"5929",0.002692118,0.024122126,4.999627576,3.959096459,4.479362018,0.066258551,112
"5933",0.002534508,0.020144487,4.999627576,3.959096459,4.479362018,0.061153596,112
"5935",0.004277426,0.038412922,4.999627576,3.959096459,4.479362018,0.090287023,112
"5937",0.006093095,0.015141683,4.999627576,3.959096459,4.479362018,0.074486245,234
"5939",NA,NA,NA,NA,NA,NA,220
"5941",0.010130998,0.02527031,4.999627576,3.959096459,4.479362018,0.104670986,301
"5945",0.008472342,0.028561089,4.999627576,3.959096459,4.479362018,0.102722318,112
"5947",0.008918135,0.029094175,4.999627576,3.959096459,4.479362018,0.105139379,301
"5949",0.009430878,0.046521975,4.999627576,3.959096459,4.479362018,0.125258961,112
"5951",0.007220626,0.026059687,4.999627576,3.959096459,4.479362018,0.094461186,114
"5953",0.004437638,0.034281508,4.999627576,3.959096459,4.479362018,0.087998646,112
"5955",0.00203359,0.029791287,4.999627576,3.959096459,4.479362018,0.064742519,112
"5957",0.002069866,0.02016499,4.999627576,3.959096459,4.479362018,0.057181048,30
"5959",0.002582512,0.056876139,4.999627576,3.959096459,4.479362018,0.086975353,112
"5961",0.003917669,0.030847206,4.999627576,3.959096459,4.479362018,0.081499183,112
"5963",0.003556238,0.039694378,4.999627576,3.959096459,4.479362018,0.08583123,112
"5965",0.004576087,0.023886338,4.999627576,3.959096459,4.479362018,0.078817017,78
"5967",0.004372654,0.021897518,4.999627576,3.959096459,4.479362018,0.075414015,253
"5973",0.004694171,0.017109999,4.999627576,3.959096459,4.479362018,0.071122721,112
"5975",0.00766169,0.027289885,4.999627576,3.959096459,4.479362018,0.097839483,112
"5977",0.004506528,0.019426871,4.999627576,3.959096459,4.479362018,0.073195946,30
"5979",0.007888724,0.029822042,4.999627576,3.959096459,4.479362018,0.101762265,112
"5981",0.004027312,0.030703683,4.999627576,3.959096459,4.479362018,0.082124733,234
"5983",0.005046719,0.025055026,4.999627576,3.959096459,4.479362018,0.082738326,112
"5985",0.004554701,0.02128242,4.999627576,3.959096459,4.479362018,0.075723789,253
"5987",0.003481985,0.008539622,4.999627576,3.959096459,4.479362018,0.051069378,243
"5989",0.003572186,0.033461376,4.999627576,3.959096459,4.479362018,0.081201614,112
"5991",0.004388959,0.018873282,4.999627576,3.959096459,4.479362018,0.071857985,33
"5993",0.003308149,0.035870513,4.999627576,3.959096459,4.479362018,0.081005211,112
"5995",0.003439798,0.026028932,4.999627576,3.959096459,4.479362018,0.073745434,7
"5997",0.002514536,0.016084834,4.999627576,3.959096459,4.479362018,0.056584421,301
"5999",0.002837587,0.033430621,4.999627576,3.959096459,4.479362018,0.075180162,218
"6001",0.005084959,0.015449232,4.999627576,3.959096459,4.479362018,0.070599806,112
"6003",NA,NA,NA,NA,NA,NA,30
"6005",0.003867672,0.019795931,4.999627576,3.959096459,4.479362018,0.069997184,30
"6007",0.004785647,0.022112803,4.999627576,3.959096459,4.479362018,0.077971078,112
"6009",0.004987982,0.022891928,4.999627576,3.959096459,4.479362018,0.079972585,186
"6045",1.194533685,0.183596749,8.863975701,1.816239316,5.340107508,1.054074069,126
"6048",2.002565765,0.268275355,8.863975701,1.816239316,5.340107508,1.420929472,126
"6060",1.445167072,0.033276847,6.45603317,3.308913309,4.88247324,0.616926414,126
"6075",0.429816243,0.05794231,7.160041941,6.059218559,6.60963025,0.548048001,126
"6083",0.008918085,0.028991658,6.218955197,5.83028083,6.024618014,0.115919918,126
"6274",1.084321839,0.030847206,6.852053081,6.572039072,6.712046076,0.607775223,126
"6300",0.126292709666667,0.062538465,6.53822213133333,4.91351241366667,5.72586727233333,0.199129062333333,NA
"6301",0,0.172135408,9.943721083,3.305860806,6.624790944,0,NA
"6303",0.006655898,0.008211569,8.955391931,3.675213675,6.315302803,0.070146984,NA
"6449",1.204389031,0.414330573,8.863975701,1.816239316,5.340107508,1.386398003,126
"6453",1.424733515,0.158090651,8.863975701,1.816239316,5.340107508,1.063481509,126
"6463",2.457456655,0.0363728445,8.6344042175,1.317155067,4.975779642,0.7342841985,NA
"6481",1.965051413,0.119216405,8.226716181,0.894383394,4.560549788,1.022293769,126
"6483",1.615798002,0.107242481,8.226716181,0.894383394,4.560549788,0.924535746,126
"6507",1.188691595,0.018073654,6.45603317,3.308913309,4.88247324,0.471612176,126
"6511",1.145421655,0.021200406,6.45603317,3.308913309,4.88247324,0.491265745,126
"6715",0.129534211,0.03702895,7.160041941,6.059218559,6.60963025,0.316495603,162
"6741",0.190354197,0.04829551,4.208451337,8.351648352,6.280049845,0.386495197,NA
"6758",0.009467503,0.029176188,6.218955197,5.83028083,6.024618014,0.118503496,NA
"6768",0.013847625,0.036926433,1.908867654,3.058608059,2.483737856,0.108294434,NA
"6769",0.025736309,0.020769837,1.908867654,3.058608059,2.483737856,0.109907763,NA
"6770",0.016254881,0.013808969,1.908867654,3.058608059,2.483737856,0.08230324,NA
"6771",0.008839826,0.040227464,1.908867654,3.058608059,2.483737856,0.095945372,236
"6773",0.006295317,0.034947865,1.908867654,3.058608059,2.483737856,0.081755065,NA
"6775",0.004808202,0.038248896,1.908867654,3.058608059,2.483737856,0.0770139,NA
"6776",0.005266758,0.042339303,1.908867654,3.058608059,2.483737856,0.082122899,228
"6778",0.006341741,0.025034522,1.908867654,3.058608059,2.483737856,0.073330477,NA
"6779",0.006523003,0.022522869,1.908867654,3.058608059,2.483737856,0.071459343,38
"6783",0.00990086,0.020985122,1.908867654,3.058608059,2.483737856,0.080210285,228
"6785",0.007498275,0.015459484,1.908867654,3.058608059,2.483737856,0.066031936,NA
"6786",0.006381908,0.02103638,1.908867654,3.058608059,2.483737856,0.069344033,NA
"6788",0.011129996,0.038863994,1.908867654,3.058608059,2.483737856,0.102419518,NA
"6790",0.009138251,0.036413851,1.908867654,3.058608059,2.483737856,0.093845147,NA
"6791",0.008255152,0.049658979,1.908867654,3.058608059,2.483737856,0.100602679,NA
"6792",0.00524118,0.043507991,1.908867654,3.058608059,2.483737856,0.082737287,NA
"6793",0.010788322,0.046337445,1.908867654,3.058608059,2.483737856,0.107480723,NA
"6794",0.009595377,0.038617955,1.908867654,3.058608059,2.483737856,0.097271517,NA
"6797",0.006616435,0.026828561,1.908867654,3.058608059,2.483737856,0.076110117,NA
"6798",0.013833586,0.033379363,1.908867654,3.058608059,2.483737856,0.104674169,NA
"6801",0.022547899,0.019601149,1.908867654,3.058608059,2.483737856,0.103156784,38
"6803",0.02855706,0.015787537,1.908867654,3.058608059,2.483737856,0.103843155,NA
"6806",0.010135234,0.034363521,1.908867654,3.058608059,2.483737856,0.095282335,NA
"6809",0.019816821,0.016146344,1.908867654,3.058608059,2.483737856,0.092627083,NA
"6811",0.016197185,0.010610455,1.908867654,3.058608059,2.483737856,0.075293895,NA
"6815",0.005214894,0.269628573,3.211651175,5.231990232,4.221820704,0.18106606,NA
"6816",0.001498875,0.041519171,4.069743114,3.379120879,3.724431996,0.061426822,126
"6817",0.012999329,0.291700369,5.040702255,6.062271062,5.551486659,0.276114411,NA
"6818",0,0.081193046,1.614202994,1.623931624,1.619067309,0,NA
"6819",0.000561401,0.043056918,4.102582109,5.238095238,4.670338674,0.048330516,126
"6820",0.00060458,0.045158506,4.102582109,5.238095238,4.670338674,0.050332365,126
"6821",0.000539471,0.03883324,4.102582109,5.238095238,4.670338674,0.046079398,126
"6822",0.000673174,0.030652425,4.102582109,5.238095238,4.670338674,0.045847282,126
"6823",0.000427102,0.037644048,4.102582109,5.238095238,4.670338674,0.042188324,162
"6824",0.000554052,0.058444641,4.102582109,5.238095238,4.670338674,0.053277985,126
"6825",0.000527339,0.056999158,4.102582109,5.238095238,4.670338674,0.051971942,126
"6826",0.000482984,0.025998177,4.102582109,5.238095238,4.670338674,0.038851526,126
"6827",0.000592474,0.048469788,4.102582109,5.238095238,4.670338674,0.051187374,126
"6828",0.00055314,0.029842545,4.102582109,5.238095238,4.670338674,0.042560464,126
"6829",0.000775591,0.033256343,4.102582109,5.238095238,4.670338674,0.049387674,126
"6830",0.00110735,0.051104461,4.102582109,5.238095238,4.670338674,0.064174719,126
"6831",0.000605935,0.037849081,4.102582109,5.238095238,4.670338674,0.047490845,126
"6832",0,0.072427887,4.102582109,5.238095238,4.670338674,0,126
"6833",0.000603811,0.178368409,4.102582109,5.238095238,4.670338674,0.079528447,126
"6834",0.000401834,0.049197655,4.102582109,5.238095238,4.670338674,0.045197363,126
"6835",0.000507162,0.070664604,4.102582109,5.238095238,4.670338674,0.055110261,126
"6836",0.001284055,0.0509558125,5.420348773,4.2857142855,4.8530315295,0.065385981,126
"6837",0,0.068809056,4.102582109,5.238095238,4.670338674,0,126
"6838",0.00067193,0.022604882,4.123917932,3.028083028,3.57600048,0.03787111,212
"6958",0.926555749,0.037521029,6.817638797,5.152625153,5.985131975,0.592570473,312
"6980",1.104289177,0.056045755,8.863975701,1.816239316,5.340107508,0.691393322,NA
"6982",1.333595534,0.074396204,8.863975701,1.816239316,5.340107508,0.809173471,NA
"6984",1.421255461,0.056722364,8.863975701,1.816239316,5.340107508,0.75507859,NA
"7036",0.000662736,0.034609561,4.123917932,3.028083028,3.57600048,0.043448822,NA
"7044",0.000619258,0.0587214353333333,5.913894868,5.02849002866667,5.471192448,0.0556143493333333,NA
"7051",0.000571828,0.016566662,4.123917932,3.028083028,3.57600048,0.032356832,NA
"7054",0.001171437,0.025383078,4.123917932,3.028083028,3.57600048,0.047375479,NA
"7058",0.000829112,0.026592773,4.123917932,3.028083028,3.57600048,0.042880339,NA
"7060",0.000598293,0.015551749,4.123917932,3.028083028,3.57600048,0.032163518,NA
"7118",0.094253769,0.06777364,5.97793252,3.199023199,4.58847786,0.308325463,204
"7124",0.058802625,0.019426871,5.97793252,3.199023199,4.58847786,0.173709168,204
"7126",0.059303923,0.158305936,5.97793252,3.199023199,4.58847786,0.350549824,204
"7130",0.043404611,0.025198549,5.97793252,3.199023199,4.58847786,0.171209034,235
"7133",0.21241251,0.027125858,5.97793252,3.199023199,4.58847786,0.297904736,204
"7135",0.107195049,0.019016806,5.97793252,3.199023199,4.58847786,0.21069795,204
"7137",0.126467712,0.027597434,5.97793252,3.199023199,4.58847786,0.252061009,204
"7140",0.201494541,0.017417549,5.97793252,3.199023199,4.58847786,0.252526127,204
"7146",0.224723564,0.077502453,5.97793252,3.199023199,4.58847786,0.430735732,204
"7149",0.080225423,0.029155685,5.97793252,3.199023199,4.58847786,0.220580932,204
"7187",1.069531351,0.029883552,8.863975701,1.816239316,5.340107508,0.554700525,204
"7244",9.298300467,0.049248913,5.191504838,6.547619048,5.869561943,1.390385741,204
"7252",0.253483329,0.059254521,5.191504838,6.547619048,5.869561943,0.445067137,204
"7288",0.052463197,0.060915288,5.191504838,6.547619048,5.869561943,0.265702462,204
"7294",0.048198991,0.02551635,5.191504838,6.547619048,5.869561943,0.193265378,204
"7305",0.0153157285,0.045850492,6.2438779525,6.710927961,6.477402957,0.1110427895,204
"7309",0.023900006,0.029022413,5.191504838,6.547619048,5.869561943,0.159678241,204
